PV1READ,Female,ESCS,METASUM,PERFEED,HOMEPOS,ADAPTIVITY,TEACHINT,ICTRES,JOYREAD,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,SWBP,MASTGOAL,BELONG,SCREADCOMP,SCREADDIFF,PISADIFF
282.568,Female,0.5945,-0.18,2.0165,-0.7152,0.4546,-0.2934,0.1042,-1.1798,1.0844,-0.2661,-0.1015,0.052,0.5012,0.5761,0.3018,-0.825,1.2421,0.2705
348.835,Female,-0.653112771,0.42868268,0.7743,-0.129,0.1915,1.3209,1.174,-0.0176,-0.6583,-0.2661,-0.282585841,-0.3799,-1.3186,1.949836925,-0.3381,0.370932645,0.959798133,1.185702256
520.137,Female,0.4697,-0.57,-0.0008,0.0318,-0.9246,-0.2934,-0.1255,0.4627,1.0844,-0.6888,-1.1187,1.8905,-0.5928,1.1101,-0.3184,0.1222,-0.0697,0.2705
586.248,Male,-0.7369,1.36,0.2682,-1.2144,-0.1687,-0.2934,-1.2275,0.3379,-1.1366,0.1956,0.5693,-0.3009,0.1869,0.0337,-0.1903,0.8214,-1.126,-1.272
522.636,Male,0.6239,-0.18,-1.1311,-0.207,-1.4494,0.1744,-0.94,-1.0279,0.0083,2.0054,0.487,-1.8939,1.2386,1.8524,-0.0358,-0.7642,0.206997714,-0.2888
441.38,Female,-1.3843,-1.72,-0.3253,-1.6861,-0.474,0.1744,-2.3112,-1.7421,1.0844,-2.345,-1.3692,1.8905,-0.5928,-1.3162,-1.3442,0.1222,2.7752,1.2958
630.578,Female,0.1488,0.98,-1.1311,-0.0715,0.1915,-0.3449,-0.4834,2.6131,1.0844,0.7871,-0.6545,1.0671,-1.566,-0.4347,-1.1206,0.1222,0.5082,-0.2888
413.062,Female,-0.0628,-0.18,0.5121,-0.4683,0.4572,-0.2934,-0.044,-1.352,0.4667,-0.2661,-0.7233,0.4637,0.6502,-0.8444,0.1935,-0.4419,0.409,0.2705
459.308,Female,0.1861,0.59,-0.3253,-0.2969,-1.4494,-0.3689,-0.3629,0.8628,1.0844,-0.4112,0.4221,1.8905,-0.5928,0.3468,-1.2872,-0.5485,1.2421,0.7192
340.662,Female,-1.421,0.21,0.7743,-1.4372,0.4572,0.1744,-0.94,-0.4556,-0.6583,-0.9792,-0.6545,0.1097,-0.5928,-0.8444,-0.4415,-0.4419,-0.0697,0.8232
722.333,Male,-0.8215,-0.57,-0.3253,-1.2118,-0.166,-0.2934,-1.2275,-0.2704,-0.6583,0.1956,-1.034,0.4637,-1.8489,-0.4347,-0.5635,0.6994,-0.0697,-1.272
476.349,Male,0.7604,0.21,2.0165,1.3765,2.0073,1.3209,1.8669,1.6946,0.0083,0.3709,0.5693,-0.687,1.2386,1.1969,1.4685,1.8839,-1.8876,-1.272
351.539,Female,0.1007,-0.95,-1.256,1.428,-1.4494,1.8245,1.8669,0.0977,1.0844,-0.2661,1.8164,-0.687,1.2386,1.8524,-0.6065,0.8214,-0.524,0.2705
528.405,Male,-0.0677,1.36,-0.1625,-0.0572,0.4599,1.8245,-0.4231,-1.1538,0.443,0.1244,0.9982,-0.4342,-0.5928,-0.5589,0.9683,0.1222,-0.0697,0.2705
525.795,Female,-0.7082,-0.95,-1.1311,-0.7409,-0.5786,-0.5905,-0.6231,0.3568,1.0844,-2.345,-2.099,-1.8939,1.2386,1.8524,-1.0088,1.2374,-1.126,-1.272
384.201,Female,-0.345,-1.72,2.0165,-0.6989,2.0073,1.8245,-0.4985,-0.1119,1.0844,0.1956,-0.1015,-1.8939,1.2386,1.8524,-0.3184,1.8839,2.7752,3.0064
399.626,Female,-0.8423,-0.95,0.2682,-0.1105,0.4572,0.1744,-0.6231,0.5046,0.4667,-0.6888,-0.1015,-0.687,0.7301,0.9703,-0.5707,1.8839,0.409,0.2705
435.252,Male,-1.1721,-0.18,0.7743,-0.8899,1.1853,0.9684,-0.2035,0.1984,1.0844,0.1244,0.6291,-1.1858,1.2386,1.8524,0.1589,0.1222,0.9065,-0.7816
389.043,Male,0.3612,-1.34,-1.256,0.4355,-0.5786,-0.2934,0.5236,-0.2704,1.0844,0.1956,-0.1015,-0.687,-1.6203,0.2342,-0.2979,-0.4089,0.9065,0.7192
452.014,Female,-0.5828,-1.72,0.9397,-0.4947,1.1853,0.6134,0.135,0.5915,1.0844,-1.4383,1.8164,-1.8939,1.2386,1.8524,-0.362,1.8839,-1.8876,-1.272
365.591,Male,0.8618,1.36,0.5121,1.595,-0.686,-2.2177,3.601,-0.917,1.0844,-0.2661,0.541115733,-0.13,-2.4967,-0.094,-0.8748,-0.5485,1.2184,2.087099955
570.759,Female,-0.207,0.21,2.0165,-0.1248,0.937,1.8245,1.2943,-0.7637,1.0844,2.0054,1.1448,-1.8939,-0.5928,1.1101,0.4766,-0.4089,0.3787,0.2705
569.884,Female,-0.0022,-0.57,-0.3253,-0.9904,0.4572,-0.6413,0.0895,0.0359,1.0844,1.2643,1.8164,1.1911,1.2386,1.8524,0.2863,0.1222,-0.0697,0.2705
379.407,Female,-0.2195,-0.57,0.0728,-0.5637,0.1067,-0.8689,-0.3629,-0.3553,0.0083,0.1956,-0.772,1.0671,-1.1889,0.2342,-0.3086,-0.825,1.6792,1.6524
467.636,Male,-0.8926,-0.57,1.3195,-0.751,0.937,1.3209,-1.4199,0.0127,0.4667,-0.2661,-0.772,-0.687,1.2386,0.9703,0.0348,0.1222,0.9065,1.6524
565.848,Female,-2.0838,0.98,0.7743,-2.8502,1.1853,0.1744,-1.9827,0.638,0.0281,-0.4112,-0.1015,-0.2006,-1.1176,-0.6331,-0.5635,-0.4419,0.669284649,0.2705
489.581,Male,-1.9242,-1.72,2.0165,-2.6031,0.937,-0.2934,-2.3112,-0.9016,0.0281,2.0054,-0.1015,-1.8939,-0.5928,1.3357,-0.4509,0.8214,-0.524,-0.2888
444.894,Female,-1.0821,-1.72,2.0165,-1.4655,2.0073,1.8245,-0.5742,0.1372,1.0844,0.1956,-0.1015,0.4637,0.7301,-0.4347,-0.7814,0.1222,1.2421,-1.272
376.494,Male,-0.716,-1.72,0.7743,-0.6521,-0.1716,0.9888,-0.6231,-0.0176,1.0844,0.1956,-0.1015,0.8207,1.2386,0.1123,-0.5552,1.2374,-0.0362,-1.272
414.014,Male,-2.7711,0.59,-1.256,-1.3296,-1.0504,-0.6413,-0.112,0.428,-1.4003,-0.2047,-1.107,-1.8939,-0.5928,-0.4347,0.0716,1.8839,-1.8876,-1.272
518.389,Female,-1.5978,-0.18,-0.507,-0.8475,-0.1687,0.1744,-0.6231,-0.1542,0.0281,0.2653,1.1448,1.8905,-0.5928,1.4751,-0.0845,1.8839,-1.126,-0.5536
670.848,Female,1.3749,-0.57,0.7743,0.7881,-0.1716,0.1744,0.0895,0.638,1.0844,-2.345,-2.7365,0.4637,0.793210783,1.8524,-1.0013,0.1222,0.409,0.2705
506.56,Female,0.0972,0.98,-0.3253,-0.7623,-0.1687,-0.8687,-1.2275,1.3468,1.0844,0.7871,1.1448,1.8905,-2.0719,1.8524,-1.502,1.2374,-1.8876,0.2705
348.876,Female,1.315,-1.34,-0.7784,1.2212,-0.5786,-1.1595,2.6563,-0.3845,-1.1664,0.0113,-0.1015,-0.3799,-1.2568,0.5761,-1.1278,0.326687635,0.5082,1.4885
486.869,Male,-0.4239,-1.72,-1.6391,-1.4045,-1.601,-2.2177,-0.9307,-0.7553,1.0844,2.0054,1.0596,-1.2792,-0.5928,-0.4347,0.0869,-2.4403,-1.8876,0.2705
541.569,Female,-1.6064,-0.18,0.2012,-1.1314,-0.1687,-0.2934,-0.14,-0.2704,0.0281,-0.9792,-0.1015,-0.3799,-0.5928,0.5761,-0.5635,-0.4089,0.409,0.2705
361.86,Female,-0.5903,-1.72,1.0179,-1.7477,-1.0504,0.1744,-1.2275,-1.0789,-1.4136,-0.2047,-0.772,-1.1597,0.3385,0.5761,-0.5582,-0.7391,0.3787,0.2705
570.776,Male,-0.7008,-0.57,-1.6391,-0.9045,-2.2652,-1.7928,0.1406,0.5935,0.0042,-0.2047,0.0273,-0.13,-0.3236,-0.3507,-0.9278,0.1222,0.5082,-0.2888
456.792,Male,-2.2937,0.59,-1.6391,-1.6839,-0.5786,-0.8965,-0.8794,-0.5262,0.4626,-2.345,-0.1015,0.4637,-2.4967,-0.4347,-0.7724,0.8552,-0.0362,0.2705
371.784,Female,-1.9138,-0.95,0.3993,-1.421,0.4572,0.1744,-0.7676,-0.2704,-0.6583,0.1956,-0.1015,1.1422,-0.3236,-0.4347,-0.6901,-0.4089,0.9065,1.6524
554.201,Female,-1.4583,-1.34,-0.3253,-0.386,-0.5786,-0.6079,-0.14,0.0674,0.4667,0.1956,-0.1015,0.1097,-0.5928,0.5761,-0.4415,-0.4089,-0.0697,0.2705
535.97,Female,-1.5029,0.59,-0.9181,-0.6795,-0.9282,-0.9652,-1.2346,0.2694,1.0844,-1.3427,-1.5851,-0.2459,1.2386,0.5761,-0.0845,-0.4419,-0.0697,0.2705
524.207,Female,-0.2248,0.59,-1.256,-0.3811,-2.2652,-0.8547,0.0595,0.3379,1.0844,2.0054,0.5693,1.4083,-0.5928,0.1123,-1.2565,0.1222,0.7067,-1.272
516.547,Female,1.6396,1.36,2.0165,2.3484,2.0073,0.1744,1.8669,0.2694,0.4667,1.2643,0.5693,0.3335,1.2386,1.8524,-0.0692,1.8839,-0.6311,-1.272
498.343,Male,1.5517,-0.18,1.0179,1.6404,-0.5786,0.3684,3.601,-0.0872,0.4667,1.2643,1.8164,-1.2319,-0.5928,0.5761,1.4685,1.8839,-0.6311,-1.272
602.084,Female,1.3446,0.98,-1.6391,1.3824,-2.2652,0.5665,0.656,2.6131,1.0844,-0.6151,1.1448,0.1097,-0.5928,-0.129,0.0595,0.1222,-1.8876,-1.272
652.344,Female,0.3498,0.59,2.0165,1.594,-0.5786,0.1744,3.601,1.0123,-0.6583,0.571,1.8164,-0.4342,-0.5928,0.5761,-0.3184,-0.4419,0.795,0.2705
586.135,Female,0.0872,0.59,0.7743,0.9329,0.4599,-0.7972,2.6563,-0.3253,0.0321,-0.9792,-1.071,-0.1748,0.5012,-2.5252,-0.7827,-0.4089,-0.0362,0.7192
558.807,Female,1.1254,-0.18,-1.6391,1.5462,-0.1687,-0.8687,1.2943,-1.1285,1.0844,0.1956,1.1448,-0.687,-0.5928,0.3468,0.1935,1.8839,-1.126,-1.272
657.147,Female,0.9422,0.21,-0.9181,0.6662,2.0073,-0.2934,-0.044,0.0099,0.4626,0.7871,0.0273,1.8905,-0.5928,1.1101,-0.9879,0.1222,-0.0697,-0.8863
432.275,Female,0.7358,0.21,0.7743,0.0975,0.4572,0.1744,1.2243,1.5482,1.0844,0.1956,1.8164,-1.8939,1.2386,1.8524,0.6818,1.8839,-1.8876,-1.272
462.921,Male,-0.539,0.59,0.7743,-0.7626,0.5437,-2.2177,-0.6231,-0.3875,0.4626,0.571,-0.1015,-0.2006,1.2386,-0.9441,0.1108,0.6632,0.409,0.2705
620.958,Male,0.7825,-0.57,0.7743,0.2888,-0.0763,1.3209,0.333,-0.5753,0.4667,1.2643,0.5693,0.4637,-0.5928,-0.4347,-0.5878,0.6632,-0.524,-1.272
448.471,Male,1.4161,0.59,2.0165,1.4281,1.323,1.8245,0.6901,0.1816,0.4667,0.6314,0.9982,1.0671,-1.0127,0.1123,0.4402,1.8839,-1.8876,-1.272
507.583,Female,-0.0735,-0.18,2.0165,-0.3397,0.836,0.4307,0.0895,-1.2014,1.0844,0.6314,-0.1015,1.4083,1.2386,-0.2151,0.8801,-0.4089,1.2658,-0.267778759
419.088,Male,1.3644,-1.72,2.0165,0.7634,0.1941,1.3209,0.0595,0.0797,0.0281,1.1811,0.487,-0.3799,1.2386,-1.1295,0.0928,0.1222,-0.6311,-0.2888
627.61,Female,1.5629,-0.95,2.0165,1.7196,2.0073,1.5687,2.6563,-1.9715,-2.5375,-0.6151,-1.9762,-0.9598,-2.1783,0.5761,-1.1773,-0.4089,0.9065,-0.2888
714.97,Female,1.4221,0.98,2.0165,1.1828,2.0073,1.8245,0.4826,2.6131,0.0321,-1.2263,1.1448,-1.4869,0.7301,1.1969,0.6678,0.4513,-1.8876,-1.272
531.008,Male,1.1212,-0.95,-1.6391,1.008,-0.2644,-1.2517,1.2943,0.4823,0.4626,-0.9792,0.5693,1.4083,-1.8489,-0.4347,-0.702,0.1222,0.3059,-0.7816
527.124,Male,0.8469,-1.72,0.0728,0.0902,2.0073,1.3209,-0.1536,-1.7421,1.0844,0.4352,1.8164,-1.8939,-0.916,1.8524,0.9423,-0.4089,1.2658,1.1904
536.408,Male,0.7358,-1.72,0.433,0.8182,-0.5786,-1.0615,1.9264,0.0127,1.0844,2.0054,0.6291,-1.1858,-0.5928,-0.4347,-0.3184,0.8214,-0.0362,-1.272
501.411,Female,0.6599,0.21,0.5121,-0.618,-0.5786,-1.0346,0.0595,-0.2704,1.0844,1.1811,1.8164,0.0208,0.5012,1.8524,-1.04,0.8214,-0.524,-1.272
451.761,Male,0.7171,0.59,0.2682,1.3227,-0.1687,0.1744,1.8669,-0.2704,-0.6583,0.1956,-0.1015,-0.687,0.6502,-0.4347,0.6818,0.1222,0.409,0.2705
481.963,Female,0.5695,0.98,2.0165,0.0794,0.4599,0.9888,1.8669,-0.4556,0.4667,0.1956,0.487,-0.3498,1.2386,0.7181,-0.3184,1.2374,-0.0362,0.8232
518.481,Female,-0.9854,0.59,2.0165,-1.8467,0.5464,0.5665,-1.6933,-0.7413,-1.1507,-0.2047,-0.6545,0.5949,0.1869,0.5761,-0.4509,1.2374,-0.0362,0.2705
604.756,Female,1.2933,0.59,1.3195,1.4877,1.1853,-2.2177,0.9144,2.6131,0.4626,-2.345,1.8164,1.4083,-1.3186,1.4751,-0.8632,0.8214,-0.0362,-1.272
569.119,Male,0.3273,0.21,2.0165,1.1379,1.323,0.9684,2.6563,-1.557,0.4626,2.0054,0.9982,0.052,0.5012,0.0006,-0.8432,0.6994,1.0145,0.7192
600.324,Female,0.2092,0.59,0.5121,0.3756,-0.9282,-0.2934,0.333,2.6131,1.0844,0.1956,1.1448,-0.2006,-0.5928,-1.0266,-0.7814,0.8214,-0.663,-1.272
508.53,Male,0.3719,0.59,0.1707,0.3368,0.1915,0.1744,0.333,-0.4765,1.0844,2.0054,1.8164,0.4637,1.2386,1.8524,0.6818,-0.4419,0.795,0.2705
626.679,Female,0.1994,-0.57,0.5121,0.3394,0.1067,0.1744,0.9144,0.1499,-0.6583,-0.5707,-0.1015,0.1097,-0.5928,-0.8444,-1.0394,0.1222,0.9065,0.2705
550.245,Female,0.6841,0.21,2.0165,1.1984,2.0073,1.8245,1.2943,0.5935,1.0844,-0.4631,1.1448,-1.2792,1.2386,1.8524,0.9782,1.8839,0.2426,-1.272
509.419,Female,1.2257,1.36,0.7743,1.2551,0.1915,1.3209,0.2354,0.9011,1.0844,0.571,-0.1015,-0.1558,-1.6203,0.9703,-0.6913,1.2374,-0.0362,-0.0268
528.26,Male,0.2914,-0.57,-0.7784,-0.3464,-2.2652,-2.2177,-0.6231,-0.3875,1.0844,0.1956,-0.1015,-1.8939,-1.8489,1.1101,0.3441,-0.7642,-1.587175393,-1.272
527.62,Female,0.4559,-0.57,1.0514,-0.2017,0.1067,-0.6413,0.0895,0.0995,-0.6583,0.1956,-1.071,-0.687,-0.5928,-0.1793,0.6818,0.1222,-0.0697,0.2705
400.126,Male,1.3905,0.98,-0.3253,1.3676,-0.5786,0.6797,0.9144,-0.7983,-0.6583,0.571,0.6291,-0.3799,0.3385,-0.4347,0.6818,-0.7391,0.409,-0.3034
577.248,Female,-0.4236,-0.57,-0.3253,-1.2212,-1.4494,-0.2366,-1.555,0.6934,0.4626,-0.4112,1.1448,1.4083,-1.1176,1.8524,-0.9728,-0.4419,-0.1817,-0.2888
541.186,Female,0.2675,-0.57,-0.0363,0.6587,-0.5786,-0.2934,1.2943,-0.4934,0.0083,0.1956,-0.6545,-0.9823,-1.3186,0.2342,-0.5635,1.8839,0.9065,1.2958
552.012,Female,0.4856,-0.95,2.0165,-0.2026,2.0073,1.8245,0.5236,0.5046,1.0844,0.1956,0.7068,-0.0288,-0.5928,0.4317,-0.3184,0.1222,-1.126,-0.8863
386.574,Male,-0.1379,-0.18,2.0165,0.4416,-0.474,0.9684,0.2111,-0.1175,-2.5375,1.1811,0.5693,0.4637,-1.1176,0.8347,-1.4917,-0.7391,-0.0697,1.8027
502.853,Male,-0.6228,1.36,-1.6391,-1.0576,0.5464,1.3209,0.0895,-0.9395,0.4626,-0.9792,0.0273,0.052,-1.3186,-0.094,-0.6765,-0.7391,0.9315,2.2893
587.798,Female,-0.8411,1.36,0.5121,-0.064,-0.0791,0.1744,-1.5445,0.5572,0.443,-1.2708,1.1448,-0.3799,1.2386,0.4317,0.2243,0.1222,-0.0697,0.2705
481.82,Female,-1.2579,-0.18,1.5844,-0.1902,0.4572,0.6134,0.0895,0.6025,1.0844,-0.6151,1.8164,0.4637,-0.5928,0.9703,-0.3184,0.1222,0.409,0.2705
484.517,Female,0.313,-0.18,-0.7784,-0.442,-0.9282,-0.2934,-0.1255,-0.5831,-1.4024,-2.345,-1.4028,-1.0109,-0.916,1.8524,-1.4036,0.1222,-0.663,0.2705
520.645,Female,-2.14,-1.72,0.2012,-1.5283,0.7368,0.9684,-0.94,0.428,-0.442960983,0.981253752,1.554600128,0.487151307,-0.493146865,2.182153482,-1.606113106,0.3486,0.9065,0.2705
390.797,Female,-0.687,0.98,-0.3253,-0.0384,0.5464,0.6134,1.2943,0.5572,1.0844,0.4352,0.487,-0.4342,-1.1176,-0.3152,-1.3298,-1.2669,2.7752,2.2893
470.644,Male,0.3877,0.21,0.5121,0.6958,-0.5786,0.6134,-0.0154,0.1118,1.0844,0.1956,0.6291,-1.2319,0.5012,1.8524,0.6818,0.8214,0.409,0.2705
310.171,Male,0.2746,-1.72,0.7743,-0.9113,0.4572,0.1744,-0.0966,-0.6896,-0.6583,0.1956,-0.1015,-0.687,0.1869,-0.2151,0.9683,0.1222,-0.0362,0.2705
358.72,Male,-0.196164666,0.693511686,1.513830444,-0.067914676,1.492860202,0.136943152,-0.9092947,0.454590699,1.142207437,1.065819136,2.371307593,-1.746125908,1.983325816,1.492003591,1.260252347,0.116870658,-0.835014001,-0.527198084
576.941,Female,-1.4493,-0.18,0.7743,-0.3444,0.1067,0.1744,-0.3629,0.0995,1.0844,0.7871,1.8164,0.8794,-1.1176,1.1969,-0.4509,-0.4089,1.2658,1.6524
445.779,Male,-1.589,-0.57,0.2012,-1.4973,0.1941,-0.3689,-0.3629,-0.9223,0.0321,-2.345,-0.6545,1.0671,-0.916,0.1123,0.052,0.1222,0.409,0.9672
417.495,Male,-0.8606,2.047493583,1.60610972,-1.0699,0.836,1.2403,-1.0893,1.2316,1.0844,2.0054,-0.1015,1.8905,-0.5928,0.5761,-1.1132,1.8839,0.0755,-0.7816
537.718,Male,-2.7803,0.59,-0.3253,-0.8777,-0.1687,-0.2934,-0.14,-0.1542,-0.6583,-0.9792,-0.6545,1.8905,-1.8489,-0.4347,-1.1206,-1.0985,1.5959,0.2705
491.825,Female,0.998707455,0.70151879,1.367335487,0.957368357,-0.332881748,1.095125803,2.016486954,1.113594215,0.959081431,-0.885164557,1.384697047,2.723560122,-0.68908397,1.969484184,0.712518539,0.278331497,0.21877712,0.204754501
597.857,Male,-0.7074,0.98,0.5121,-1.602,0.1915,0.1744,-0.8992,0.638,1.0844,-0.2661,0.5693,-0.1558,-0.3236,0.1123,-0.5719,0.1222,-1.0064,0.5206
526.517,Female,-0.5325,0.21,0.5121,-0.8053,-0.1687,0.1744,-0.112,0.3568,1.0844,-0.733,-0.1015,0.5949,-1.8489,-0.4347,-1.3333,-0.4089,-0.524,0.2705
379.465,Male,0.2608,-0.95,0.7743,-0.6337,-0.5786,0.1744,-0.3629,-0.3875,1.0844,0.7871,-0.1015,-0.6133,-0.3236,0.5761,0.1436,-0.7391,1.2421,0.7192
318.276,Female,-0.0625,-1.72,1.251,-1.7079,0.4572,0.2598,-0.8794,-2.7114,-1.6038,-0.770683355,-2.0267,0.9606,0.2659,-0.3507,0.1634,-0.825,-0.215,0.2705
355.991,Male,-2.3499,-1.34,0.7743,0.1393,0.4599,0.1744,0.7693,-0.5753,-0.6583,-0.4112,-0.1015,0.8794,1.2386,0.1123,-0.4415,-1.0985,2.7752,2.2999
494.191,Male,-0.5022,-0.57,1.1225,0.4701,0.7368,0.9684,1.2943,0.7178,0.4667,-0.0591,0.9982,-0.687,0.6502,0.8347,0.0348,0.1222,1.7046,0.8232
403.029,Male,-1.044,-1.34,0.2682,-0.7318,-0.5786,0.636,0.3145,-1.4882,1.0844,-0.2661,-0.1015,-0.851833409,-1.15206208,-1.008272547,-0.131401995,-0.7391,-0.215,0.8232
427.737,Male,-1.3301,-1.72,2.0165,-1.8073,-0.9282,-0.8687,-1.5044,-0.7553,-0.6583,0.1956,-0.1015,-0.13,1.2386,-0.4347,0.2508,-0.4089,-0.6311,0.8232
548.827,Female,-1.0484,1.36,-0.696,0.5825,2.0073,1.8245,0.333,2.0787,1.0844,-0.5707,-0.1015,1.0944,1.2386,0.8347,1.4685,1.8839,-1.8876,-1.272
526.602,Male,0.2254,0.21,2.0165,0.6431,0.635,1.3209,1.2943,-0.8812,1.0844,0.571,1.8164,-1.4242,-0.5928,-0.6632,0.3361,1.2374,-1.126,-1.272
301.973,Female,-0.4726,-1.72,-0.6555,-0.6463,-0.5786,-0.8547,0.0895,1.4712,0.0083,-0.5707,-1.1187,0.4637,-1.566,-0.4347,-0.672,1.2374,0.5371,0.8232
448.727,Male,-1.5262,0.21,1.3195,-0.3633,0.1067,0.7222,-0.1536,0.0631,0.4667,2.0054,1.8164,-0.1748,-1.3186,0.9703,-0.5058,0.1222,0.0423,-0.2888
332.418,Female,-1.232,0.672831412,0.5121,0.1388,-0.1687,-0.2934,-0.2532,-0.8176,0.4626,-0.733,-0.1015,-0.3799,-0.5928,0.5761,0.6401,0.1222,-0.0697,0.8232
619.073,Male,-0.3115,1.36,-1.6391,-0.8923,-0.1687,-0.2934,-0.6068,1.0781,0.0281,0.571,-0.1015,0.8794,-0.5928,-1.1295,-0.4509,0.1222,1.2658,0.2705
586.828,Male,0.0965,-0.57,1.5844,-0.8852,1.1813,0.5665,-0.9307,-0.2704,0.0281,0.1956,-0.1015,0.4637,1.2386,-0.7743,-0.3184,1.2374,0.9065,0.9672
477.993,Female,-0.6885,-0.95,0.7743,-0.5531,-0.5786,-0.6894,-0.94,0.3201,0.0281,0.1956,-0.1015,-0.687,-2.0719,-0.4347,-0.3184,-0.4419,-0.0697,0.2705
358.595,Female,0.8232,-1.72,0.2682,0.9567,2.0073,0.1744,0.2351,-0.4556,1.0844,-0.733,-0.1015,0.4637,1.2386,0.5761,-0.4415,0.1222,0.9065,0.2705
502.568,Male,0.195,-0.18,-1.6391,-1.0993,-0.4708,-0.3196,-0.044,-1.3214,-0.6198,0.3709,0.5693,-1.8939,0.3385,-1.6071,1.4903,-0.4089,0.9315,0.9672
370.19,Male,-0.5012,-1.72,0.7743,-0.9391,-0.5786,0.1744,0.4826,0.638,-0.6583,-0.6151,-0.1015,0.4637,-0.5928,0.5761,-0.3184,0.1222,-0.0697,-1.272
512.598,Female,0.0429,0.98,1.1225,-0.5562,1.323,1.8245,0.0895,0.4627,1.0844,-0.2661,0.5693,1.0671,1.2386,0.1123,0.6818,1.8839,-1.8876,-1.272
539.361,Male,0.4887,0.21,0.7743,0.1663,0.4572,0.1744,0.3443,-0.1542,-0.6583,0.1956,-0.1015,0.4637,-0.5928,-0.4347,-0.3184,0.1222,0.438064426,0.2705
451.502,Male,0.6238,0.98,0.0728,0.695,-0.4708,1.2662,1.8669,-0.3553,1.0844,0.7871,-0.1015,-0.687,0.1869,1.4751,0.6738,0.1222,-0.524,-0.6346
561.152,Female,1.7545,-0.57,-0.507,1.9682,0.1941,0.3684,2.6563,1.6946,1.0844,-2.345,1.8164,1.0671,-0.5928,0.7181,-1.2546,0.6994,-0.0362,0.7192
428.811,Female,0.6234,0.21,0.7743,-0.1857,-0.1687,0.1744,0.0877,-0.4505,-0.6583,0.1956,-0.1015,-0.687,-0.5928,-0.4347,-1.1206,-0.4089,0.409,0.7192
560.791,Male,-0.6474,1.36,0.5121,-0.9025,0.836,1.8245,-0.1255,-1.1538,1.0844,0.7871,0.5693,-0.13,1.2386,1.1969,-0.3184,-1.0753,-0.0697,0.2705
380.097,Female,-1.1615,-1.72,-0.3253,-0.8541,-1.4537,-0.6079,-0.7308,-1.0279,0.0281,-0.2661,0.6291,-0.3799,-1.3186,-1.327,-0.4415,-0.849,0.795,0.2705
461.936,Female,-0.7385,1.36,1.0179,-0.6357,0.937,1.2662,-0.2532,0.5935,-0.6583,0.3709,-0.1015,0.4637,0.5012,-0.094,0.3241,0.1222,-0.0697,0.2705
490.653,Male,-0.2091,-0.18,-0.3253,-0.6201,2.0073,1.3209,-0.1536,-1.0789,1.0844,-0.2284,1.8164,1.8905,1.2386,1.8524,2.7249,-2.4403,1.5715,-1.272
470.17,Female,-1.4403,0.98,0.7743,-1.6393,-0.2644,-0.6413,-0.5742,-1.9715,1.0844,-0.6888,-0.7233,-0.9295,-1.1176,0.3468,-1.1842,-0.4089,-0.1817,1.0453
536.988,Male,0.3819,0.21,0.7743,0.5159,0.5464,1.2403,0.9144,0.0127,-2.5375,1.2643,0.1187,-0.687,1.2386,0.1123,-0.4509,1.0657,-0.524,-0.7816
567.281,Female,-0.3951,0.59,0.0728,-0.2238,1.1853,1.2662,-0.6231,0.0127,0.4667,0.1956,-0.6545,1.1911,-0.5928,-1.3162,-0.3184,1.2374,-0.524,-1.272
474.848,Female,-0.838,0.59,-1.6391,-1.0978,-0.5786,0.7222,-0.3629,-1.7421,1.0844,0.849,-0.772,0.176,-1.8489,-1.3162,0.6738,-0.7391,-0.0697,0.2705
383.574,Male,-0.0158,-0.57,1.251,-1.9055,0.4572,0.8674,-1.8291,-0.645,0.0042,2.0054,-0.7233,-0.13,0.7301,0.4317,-0.4586,0.1222,0.5082,-0.3034
658.609,Male,0.1513,0.59,2.0165,0.9078,0.836,0.1744,1.2943,0.638,1.0844,1.2643,0.6291,1.4083,-0.5928,1.8524,-0.3184,1.8839,-0.524,0.2705
599.321,Male,-0.1735,-0.18,-0.3253,-0.9058,0.4572,0.1744,-0.3629,-0.1542,1.0844,1.1811,1.8164,-0.3799,-0.5928,1.8524,-0.3184,0.1222,0.409,0.2705
569.758,Female,1.5048,0.59,2.0165,1.9875,2.0073,1.8245,3.601,1.3493,-0.6583,-0.733,-0.1015,-0.2006,-0.5928,-0.094,0.6818,0.1222,0.409,-0.5536
507.8,Male,0.5056,0.21,2.0165,-0.9606,0.1915,-0.8687,-0.349,-0.6278,1.0844,-0.5707,1.1448,0.1097,-2.218097059,0.5761,-0.3728,0.1222,1.2421,0.2705
559.33,Male,1.3152,-0.18,-0.0363,1.1968,0.7368,0.6797,1.8669,0.1984,1.0844,0.7871,0.5693,0.052,-0.5928,-0.4347,-0.5707,0.1222,-0.663,-0.7816
559.11,Female,0.0854,0.59,2.0165,1.1453,0.937,1.8245,1.8669,0.4627,1.0844,-0.2661,0.9982,-0.13,-0.5928,0.5761,-0.3184,0.1222,-1.8876,-1.272
252.958,Male,-2.1397,-1.72,-0.3253,-0.544,-0.5786,0.1744,0.0895,-0.1707,-0.6583,-1.2263,-2.7365,0.052,-1.1889,-1.3162,-0.6659,-1.0985,-0.0697,0.2705
324.034,Male,-1.6259,-1.314562894,-0.3253,-1.107,-2.2652,-1.0615,-0.6231,-0.1241,-0.7025,-1.7009,1.8164,-0.3009,-1.8489,-0.8147,-1.2408,-1.4704,0.5371,-0.6346
