PV1READ,Female,ESCS,METASUM,PERFEED,HOMEPOS,ADAPTIVITY,TEACHINT,ICTRES,JOYREAD,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,SWBP,MASTGOAL,BELONG,SCREADCOMP,SCREADDIFF,PISADIFF
411.153,Female,-0.0237,-1.72,0.7743,0.1832,0.4572,0.1744,-0.94,-2.7114,1.0844,0.1956,-0.1015,0.4637,1.2386,-1.3162,-0.3184,0.1222,-0.0697,0.2705
427.129,Female,-0.6096,0.21,0.7743,-1.3574,1.1853,0.9276,-1.5044,0.0127,1.0844,0.1956,1.0596,0.4637,1.2386,1.8524,0.6344,-0.9937,0.409,0.2705
541.816,Male,1.1189,0.59,0.7743,0.8729,0.5464,1.3209,1.2943,-0.0176,-1.3929,1.1811,1.1448,-0.7592,-0.5928,-0.9441,-0.3692,0.1222,0.9065,-0.6346
496.343,Female,1.1829,-0.18,1.5844,0.6176,0.1067,-0.2934,-0.3612,0.2694,-1.4024,-1.7664,-1.071,1.1422,-1.566,-1.3162,-1.1508,-0.825,0.795,0.2705
405.853,Male,0.5833,-1.72,-0.6555,1.9594,-0.4708,1.2662,3.601,-0.6146,-2.5375,2.0054,1.8164,0.1097,1.2386,1.8524,0.6818,0.6994,-0.416,-1.272
687.968,Female,0.9361,0.98,2.0165,1.134,1.1813,-1.0749,0.333,0.5405,1.0844,1.2643,0.0273,1.8905,0.1869,1.8524,-0.3184,0.8214,-0.524,-1.272
376.828,Male,-1.3764,-0.547746635,0.0728,-0.4702,-1.601,-0.6414,-0.3205,-0.2406,-1.1366,-0.733,-1.3692,0.8794,-1.0127,-1.0266,-1.8528,1.0657,0.2744,-0.2888
479.588,Male,-1.0535,0.59,-1.023,-0.1005,0.1915,-0.8261,1.1748,-1.4526,1.0844,1.2643,0.487,-0.9295,0.7301,1.8524,2.7249,0.1222,-1.8876,-1.272
487.922,Female,-0.6322,0.59,0.7743,0.2415,0.4572,0.1744,0.0895,-0.1042,1.0844,-0.2661,-0.1015,0.4637,0.5012,0.5761,-0.5707,0.1222,0.409,0.2705
463.196,Male,-0.4672,-1.72,-0.3253,-1.5241,0.2757,0.1744,-0.1344,-0.4389,-0.6583,2.0054,-0.1015,1.3423,-1.1176,-0.4347,-1.0831,0.1222,-0.0697,0.2705
374.825,Male,0.6657,0.59,1.5844,0.3704,0.5437,1.2403,-0.1443,0.2864,1.0844,2.0054,1.1448,-1.8939,1.2386,0.5761,0.6246,0.1222,0.409,-1.272
631.49,Female,1.1994,-0.18,-1.6391,0.9232,-1.4494,-0.2934,-0.1536,0.8628,0.4667,1.2643,-0.6545,1.3423,1.2386,-0.2151,-0.4415,1.8839,-1.8876,-1.272
500.407,Female,0.7485,1.36,-1.1311,0.0463,-0.1716,0.7388,1.2943,0.8628,1.0844,0.1244,-0.1015,-0.7592,1.2386,0.5761,-0.1903,0.1222,0.795,0.7192
475.273,Male,0.319,-0.57,-0.3253,0.4812,-0.9282,-0.2934,-0.281,-0.4611,0.4626,1.2643,-0.1015,-0.566191361,1.2386,0.5761,0.4503,0.1222,-0.524,0.2705
430.326,Female,-0.1039,0.59,0.7743,-2.1088,-0.5786,0.1744,-1.7601,-2.7114,1.0844,-1.3427,1.8164,-0.1558,-0.5928,1.8524,-2.0909,1.0657,0.439,0.7192
412.767,Female,0.7267,-0.18,0.7743,0.5145,-0.1687,-1.1017,0.0895,-1.6062,-0.6583,0.7871,0.487,-0.687,1.2386,0.2224,-1.3277,1.8839,0.5082,-0.7816
344.451,Male,-0.5348,-1.72,-1.6391,-1.557,-2.2652,-2.2177,-0.8794,-1.6062,1.0844,0.7871,-0.1015,1.4083,0.1869,-0.4347,-0.3284,-1.064727847,-0.411232822,0.2705
437.696,Female,-0.2534,-1.34,-1.256,-0.0659,-1.0504,-2.2177,0.2111,-2.7114,1.0844,2.0054,1.1448,0.052,1.2386,0.7181,2.7249,0.1222,0.409,-1.272
464.242,Female,0.6159,-1.72,-0.3253,0.1055,-1.0467,0.1744,0.0895,0.1499,1.0844,-0.2661,-0.1015,0.4637,0.7301,1.8524,-0.3148,0.1222,-0.0362,-0.4143
399.925,Female,-0.9172,0.59,-0.6555,-2.3406,0.4572,-1.0614,-1.7779,-1.4882,0.4626,-0.8705,-0.1015,0.5949,-2.2325,0.5761,0.0348,-0.7391,1.9635,1.6524
509.418,Male,-1.0593,0.21,0.0728,-0.0346,1.323,0.1744,0.333,2.6131,0.4626,-0.2661,0.5693,1.8905,0.5012,-1.1295,-0.6843,0.1222,0.9065,-0.2888
478.633,Male,-1.0195,0.59,-0.507,-1.3483,0.5464,-1.3071,-1.2275,-1.3214,1.0844,0.411,0.6291,1.8905,1.2386,1.1101,-0.2143,0.1222,1.7046,0.7192
474.409,Male,0.0119,0.59,0.2012,-1.1295,0.4572,0.6134,-0.8794,-1.0555,1.0844,2.0054,1.1448,0.052,1.2386,0.1123,0.8801,1.8839,-0.524,-0.2888
360.687,Female,-1.5131,-1.72,-0.3253,-2.285,-0.5786,-1.0615,-2.5634,0.1499,-0.6583,0.1956,-0.1015,-0.3799,-0.5928,-0.4347,-0.3184,-0.4089,1.2421,1.6524
475.007,Female,0.7378,0.59,-1.6391,0.7887,-0.5786,-0.8687,1.2943,0.8628,1.0844,-0.9792,0.6291,1.8905,-0.5928,1.8524,-0.6693,0.1222,-0.0697,0.2705
577.1,Male,-0.2715,0.98,-0.6555,-0.1128,-1.4494,0.1744,0.656,0.0995,1.0844,-0.9792,1.1448,1.1422,0.3385,-0.5589,-0.9566,-1.1806,1.2184,-0.4021
472.333,Male,-1.0473,0.59,0.299,-0.5611,0.1067,0.1744,-0.1536,-0.4556,1.0844,-0.2661,-0.1015,0.1097,-0.5928,1.3357,-1.1206,0.1222,-0.0697,0.8232
543.048,Male,0.9043,0.98,-0.5551,0.7426,0.1941,0.0809,0.7063,0.3017,1.0844,0.7871,1.1448,1.8905,1.2386,1.1969,1.4685,0.1222,0.7693,-1.272
593.992,Female,-1.4783,0.59,0.3993,-1.1645,-0.5786,0.9888,-1.2471,2.6131,-2.5375,1.1811,0.9982,0.1097,-1.3186,1.8524,-0.3184,1.8839,-1.8876,0.2705
575.54,Male,0.1711,0.59,-1.1311,-1.1558,-0.4708,-1.0615,-0.94,1.01,1.0844,0.1956,0.9982,1.8905,0.6502,0.7181,-0.6693,1.2374,-0.524,-1.272
484.888,Female,1.6442,1.36,1.5844,1.9742,2.0073,1.2662,2.6563,2.6131,1.0844,2.0054,-0.1015,0.8794,0.1869,0.5761,0.2749,1.2374,-1.8876,-1.272
511.739,Female,-0.4667,-0.18,2.0165,0.3542,1.1813,0.9888,0.3692,-0.8176,1.0844,-0.4631,1.8164,-1.8939,1.2386,1.8524,2.7249,1.8839,-0.1817,-0.4593
661.045,Female,0.9063,0.21,-0.0363,-0.036,0.4572,-0.2934,-0.281,2.0787,1.0844,2.0054,1.1448,-0.3799,-0.5928,1.8524,-0.0358,1.8839,-0.524,0.2705
537.913,Female,0.8942,-0.57,-0.99,0.6555,-0.2644,-0.4769,-0.0154,0.0995,0.4667,0.6314,-0.1015,1.8905,0.7301,1.8524,-0.0553,-0.5485,0.409,0.2705
435.159,Male,-0.3542,-1.72,-1.6391,-0.5862,-2.2652,1.8245,-0.6231,-0.4886,1.0844,2.0054,1.8164,0.8207,1.2386,1.8524,2.7249,1.8839,-0.416,-1.272
317.868,Male,-0.122,-1.34,0.1707,-0.3958,-0.2671,-1.0883,-0.7849,-0.8733,1.0844,-1.3898,0.487,0.4637,0.3385,-0.094,-1.4649,-2.4403,1.3215,2.0692
400.464,Male,-0.4619,-1.34,-0.99,-0.6109,-1.0467,0.1744,-1.0575,-0.8176,-0.6278,-0.4631,1.0596,-0.0845,1.2386,-1.3162,-0.1562,-0.5485,-0.0697,0.2705
627.274,Female,-0.6926,0.59,-1.6391,0.0454,-0.5786,-0.8262,-0.239,0.2694,1.0844,-0.6888,1.1448,0.1097,-0.5928,-0.3507,-1.0572,0.1222,-0.0697,0.2705
684.336,Female,1.4591,0.59,-1.023,1.5369,0.1915,-1.725,1.2943,2.6131,1.0844,2.0054,1.1448,1.8905,-0.5928,0.5761,-0.7764,1.2374,-1.8876,-1.272
416.964,Male,-1.3297,-0.57,0.0728,-1.1984,-0.5786,-1.0615,-2.0184,0.638,1.0844,-0.9792,0.1187,0.1097,0.3385,0.5761,-0.3184,0.1222,-0.0697,0.2705
491.599,Female,0.3092,1.36,0.2012,-0.5481,-0.5786,-0.2934,-0.1536,-0.6642,0.0281,0.1956,-0.6545,1.4083,-0.5928,0.4317,-0.445,-0.7391,1.1604,0.7192
336.3,Female,-0.6143,-1.72,-0.3253,-0.6643,-0.5786,-1.0615,-0.1536,-0.4556,1.0844,-0.2661,-0.1015,0.4637,-1.6203,-0.4347,-0.8575,0.1222,0.5082,0.2705
579.017,Female,-0.2391,1.36,-1.6391,-1.1783,-1.0467,-0.2934,-0.6231,-0.917,-0.6583,-0.2661,-1.071,-1.1858,-1.3186,-1.1295,-0.8223,-0.4089,0.9065,0.2705
557.62,Female,1.1979,1.36,-1.6391,0.4591,-0.5786,-0.6079,0.9144,-0.9016,1.0844,2.0054,0.6291,1.8905,-0.5928,0.5761,-0.3485,0.1222,-0.524,-1.272
462.998,Male,0.6217,-1.72,-0.3253,-0.0195,-0.5786,0.1744,2.6563,-1.9715,1.0844,-0.7163,-2.7365,-1.8939,1.2386,0.1123,0.9683,0.1222,-1.8876,-1.272
480.199,Female,0.8391,0.98,-0.6555,-0.3888,-1.4494,-0.2934,-0.1536,-0.1542,0.4626,0.1956,-0.1015,0.8794,0.1869,-0.6331,-0.6901,0.6994,-0.524,-0.7816
518.215,Male,0.5762,1.36,-0.99,-0.4093,1.1813,0.2984,0.0895,-0.2704,1.0844,1.1811,0.0273,0.1097,0.1869,-1.1295,-0.3184,0.1222,-0.0362,-1.272
609.418,Female,1.3512,-0.57,-0.99,1.3643,2.0073,1.8245,1.2943,0.7942,1.0844,0.7871,1.8164,0.052,1.2386,-0.4347,-0.3184,-0.4089,0.9065,-0.8863
532.008,Male,0.542,0.59,2.0165,1.1373,1.323,1.2662,2.6563,0.7942,1.0844,-0.9792,0.0273,1.8905,-1.1176,0.0217,-1.3126,-0.7391,-1.1635,-1.272
315.691,Male,0.5819,1.36,0.2682,0.5865,-0.5786,0.1744,0.6894,-1.3158,1.0844,-0.2047,-0.6545,0.8794,0.6502,0.3468,1.4903,-1.3776,1.137,0.2705
607.174,Male,-1.4021,-0.57,-0.0363,-1.0654,-0.9282,-0.2934,-0.4311,-0.9609,-1.6139,0.1956,-1.4028,-1.8939,-2.1783,-0.7637,-0.2062,0.1222,-1.8876,-1.272
450.559,Male,1.7466,1.36,2.0165,1.7557,1.1813,1.8245,0.3092,1.0123,1.0844,-0.2661,1.1448,-0.13,0.1869,0.8753,-0.1122,0.1222,-1.0064,-1.272
537.913,Male,1.0452,0.59,0.7743,0.5368,-0.5786,-0.5551,1.8669,-1.7421,-1.4024,2.0054,1.8164,0.4637,-1.2568,-1.1295,0.4666,0.1222,-1.0064,-1.272
446.115,Male,0.6553,-1.34,1.251,-0.2801,0.4572,0.2598,-0.3419,-0.037,-0.6583,-0.6888,-0.7233,1.8905,-1.1176,0.5761,-1.186,1.2374,0.5082,0.7192
538.021,Male,1.212,0.59,0.7743,0.744,0.4572,0.1744,0.0595,-1.2014,1.0844,0.1956,1.8164,1.4083,0.1869,-0.8444,0.9303,0.1222,0.5371,0.7192
627.484,Female,0.8534,1.36,-0.3253,-0.161,-2.2652,-1.0346,-0.349,1.1914,1.0844,0.849,-1.034,1.8905,-1.0127,0.2668,0.9683,0.6994,-1.126,-1.272
599.229,Male,1.1025,0.59,2.0165,0.687,2.0073,1.8245,0.3692,0.5046,1.0844,2.0054,1.8164,1.8905,0.3385,0.5761,-0.0435,-1.0985,1.1604,-0.7816
452.651,Female,-1.4595,1.36,0.2682,0.7448,-0.1687,-0.2934,0.656,-0.1358,0.4667,0.7871,-0.1015,1.3423,-1.8489,1.1101,-1.4716,-0.4419,0.409,0.2705
499.636,Male,1.2335,0.98,-0.0363,0.812,0.937,1.2662,0.6901,0.2864,1.0844,0.3709,0.9982,0.052,0.3385,1.4751,-1.204,1.2374,0.409,-0.5536
642.664,Male,-0.5876,-1.72,-1.6391,-0.6591,-0.9282,1.8245,-0.112,-0.8812,1.0844,0.1956,-0.1015,0.4637,-0.5928,0.3468,-0.4415,0.1222,0.409,-1.272
591.555,Male,0.2785,1.36,2.0165,-0.5518,0.4599,0.9888,-0.3918,0.0995,1.0844,0.1956,1.1448,-0.4342,0.1869,-0.4347,0.0348,0.1222,-0.0697,-0.7816
569.044,Male,0.8276,0.59,0.5121,0.8739,-0.9282,0.1744,-0.4985,-0.1042,1.0844,-0.2661,-0.6545,0.4637,0.3385,0.5761,-0.3184,0.6994,0.3787,0.2705
432.722,Female,1.4511,0.98,0.7743,1.4904,-0.0791,1.2403,0.6901,0.0127,1.0844,1.2643,1.8164,0.1097,1.2386,1.4751,-0.3184,0.1222,0.409,0.2705
427.077,Female,0.9996,0.59,0.2682,1.5635,-1.4537,0.1744,1.8669,-1.4526,0.4667,0.1956,-1.034,1.8905,-0.5928,0.5761,-0.6913,0.1222,-1.8876,0.8232
575.39,Female,0.989,0.21,-0.3253,0.4189,0.937,0.9684,0.6901,1.0123,1.0844,-0.5707,1.8164,-0.4342,1.2386,1.1969,1.4903,-0.7642,-1.8876,-1.272
554.018,Male,0.8312,0.554624287,-0.3253,-0.1558,-0.1687,1.598320678,0.135,-0.6976,-0.6583,1.452822098,0.171425161,-0.370445422,0.7301,-0.4347,-0.3128,0.1222,-0.047749422,0.2705
636.305,Female,1.2939,0.59,0.7743,0.745,-0.9282,0.1744,1.2943,-0.7637,0.4667,0.3709,-0.1015,1.8905,0.7301,-0.094,0.6818,1.2374,-0.524,-1.272
674.398,Female,0.7504,1.36,1.251,0.738,0.5437,0.7222,0.9144,0.4627,0.443,-0.8279,0.487,0.8207,-0.5928,0.5761,-0.5707,0.6994,-1.126,-0.8863
448.507,Male,-0.0829,0.59,0.7743,-1.4621,0.4572,0.1744,-0.6231,-2.7114,-1.4024,0.1956,-0.6545,-0.687,1.2386,-2.5252,-0.1562,-0.825,0.795,0.2705
369.122,Male,-0.1958,-1.72,2.0165,-0.2428,2.0073,1.8245,-0.2039,0.9577,1.0844,0.735081796,1.8164,1.8905,-0.5928,1.8524,0.9517,-1.0985,-0.0697,0.2705
453.407,Male,0.5784,0.21,-1.6391,-0.1935,-0.5786,-0.2934,-0.7731,-1.9715,-1.4024,0.1956,-0.1015,0.052,0.1869,-1.3162,-0.3184,-0.4089,-0.524,0.2705
658.361,Male,-1.1175,1.36,2.0165,-2.3072,2.0073,1.8245,-1.7779,-0.5831,1.0844,0.571,-0.6545,-0.2459,1.2386,-0.4347,-0.1843,1.8839,-0.0362,-0.7816
518.115,Male,1.0255,-0.18,0.7743,0.5947,1.1813,-0.2934,1.0192,-0.0006,1.0844,0.1956,0.5693,0.4637,-0.3236,-0.4347,-1.0572,0.1222,-0.0697,-1.272
731.157,Male,1.4284,0.98,0.2012,1.512,-0.1716,1.3209,1.2243,0.6934,-0.6583,-0.2661,-0.1015,0.4637,-0.5928,-1.1295,0.0348,0.1222,-0.524,-0.7816
466.084,Female,0.4616,-0.95,-0.99,-0.8273,-1.4494,-1.1686,-0.3629,-1.1538,-0.6117,0.1956,-1.034,0.5949,-1.3959,0.8347,-0.3184,0.6994,-0.6311,-1.272
542.744,Female,-0.6402,-0.020888222,-1.6391,-1.5653,-0.4708,-0.2934,-1.2275,0.0127,0.4626,-0.9792,-0.6545,0.8794,-0.5928,-0.4347,-0.4415,-0.4089,0.409,0.2705
273.796,Male,-0.249012142,-2.465569145,-1.070063174,-1.389381519,-1.061283396,0.004918268,-1.039857064,-1.21984462,-1.782369277,-1.352192066,-0.934511539,-2.458053697,-0.082839955,0.199755832,-0.274749234,-2.362229491,1.403330544,1.393136222
623.971,Female,0.9746,-0.18,-0.9181,-0.0687,0.1915,0.9276,1.2243,-1.2014,1.0844,1.2643,1.0596,1.8905,0.7301,1.4751,-1.0013,1.2374,-0.0362,-0.8863
486.83,Male,-1.0395,-0.95,-0.6555,-0.8074,1.1853,1.8245,-0.8794,-0.8353,-1.1507,0.1956,0.0273,1.0671,1.2386,-0.4347,-0.0845,0.8552,1.0145,1.6524
607.213,Male,-0.4875,-0.57,-1.6391,-0.1888,0.4599,0.6797,-0.1536,0.6554,0.0321,2.0054,-0.6545,-0.9598,-0.5928,0.8753,0.9782,1.8839,-1.126,-1.272
413.12,Female,-1.8349,0.59,0.5984,-2.9602,0.4599,-0.3449,-1.7833,-0.2039,-0.0159,-0.5707,1.8164,1.1911,-0.5928,1.8524,-1.2091,-0.4419,1.5959,1.6524
668.233,Female,1.4077,1.36,-1.1311,1.388,0.2783,0.6797,0.4826,1.7513,1.0844,0.571,-0.1015,0.8207,-0.5928,0.9703,-1.1156,0.8214,-0.524,-1.272
470.804,Male,0.9062,-1.72,-0.0363,0.3128,-0.1716,1.2403,0.5447,-1.0555,0.4667,0.849,1.1448,-1.8939,-3.0666,0.4317,1.4903,1.8839,-1.8876,-1.272
550.209,Male,-0.1035,-0.57,2.0165,-0.6474,1.323,1.8245,0.0895,-0.2704,1.0844,1.2643,1.1448,0.1097,-0.5928,0.5761,-1.0572,0.7873,-0.524,-1.272
363.125,Male,-0.944,1.36,1.5844,-0.4701,0.2783,1.2662,-0.3918,-1.1538,-0.6952,-0.5707,-0.6545,-0.3799,-1.1889,-1.0266,-1.3277,-0.4089,1.2658,0.9567
585.558,Male,0.49,0.59,0.299,-0.2362,-0.1687,0.0809,-0.8794,-0.8353,-1.4136,1.1811,0.7068,-1.4242,1.2386,-1.9222,-1.8845,-0.4419,-1.0064,-0.7816
594.871,Female,0.9588,-1.72,2.0165,0.3547,0.4572,1.8245,-0.1536,0.1372,1.0844,-0.2661,1.8164,-0.4342,1.2386,0.5761,-0.3184,1.8839,1.2421,-0.7816
512.29,Male,1.1509,0.59,1.458,0.8891,0.4572,1.8245,1.8669,-0.3875,0.4626,1.1811,0.0273,-1.2792,0.1869,-0.9149,0.1837,0.1222,0.409,0.2705
477.41,Male,-0.0204,-1.34,0.7743,0.4164,0.5464,0.1744,0.6901,-0.2704,-0.6583,-2.345,0.6291,1.0944,1.2386,-0.4347,0.3441,-0.5485,-0.0697,-1.272
660.269,Female,1.4253,0.98,1.0179,1.7995,-0.1716,1.2662,0.9144,2.0787,0.4667,-0.733,1.8164,-0.3799,1.2386,0.8347,2.7249,1.8839,-1.8876,-1.272
622.851,Male,0.4943,-0.18,0.2012,0.3078,-0.9282,0.5665,0.0595,0.5572,-0.6583,-0.2661,-0.3178,-0.4678,-0.5928,-0.2151,-0.4509,1.8839,-0.0697,0.2705
439.301,Male,-0.0439,0.59,-0.3253,-1.6639,0.635,0.1744,-1.2275,-1.1538,0.0281,0.1956,-0.6545,-1.4242,-0.3236,-1.4165,0.4951,-0.849,-1.1635,0.2705
622.746,Female,1.0396,0.21,-0.99,1.6927,-0.2644,0.9888,0.5447,1.1276,-1.1507,2.0054,-1.071,1.8905,-1.1176,-0.9149,-0.5552,-0.825,1.5959,0.2705
433.319,Male,0.5712,-1.34,-0.7784,-0.8583,-0.9282,-0.8687,-1.2275,-0.4064,-0.6583,-0.363228989,-1.4475,-0.6133,-0.5928,-1.3162,-0.5707,0.1222,-0.0697,1.4058
592.167,Male,1.0228,-1.72,0.299,0.5487,0.1915,0.1744,0.6901,-0.6278,-0.6583,0.7871,-0.6545,0.4637,0.1869,0.1447,-0.6693,0.1222,-0.524,-0.7816
478.661,Female,0.6844,0.59,-0.99,0.4145,-0.9282,-1.0615,2.6563,-1.9715,0.4626,-0.9792,-0.6545,0.4637,1.2386,-0.7346,-0.0553,-0.4089,1.7046,0.2705
538.045,Female,1.4622,-1.72,-0.3253,2.1053,-0.9282,0.1744,1.2943,-1.2014,0.0281,-0.8441,-0.6545,-0.6133,1.2386,-1.6259,-0.9278,0.1222,-1.8876,-1.272
325.683,Female,-0.5554,-1.34,-0.3253,-0.2386,-0.1687,0.1744,-0.3918,-0.2704,1.0844,-0.2661,-0.1015,0.4637,1.2386,1.8524,-0.2444,0.1222,-0.0362,0.2705
619.245,Female,-1.243,0.98,-1.1311,0.1127,0.4599,0.1744,0.3443,0.1984,0.4667,-0.5707,0.0273,0.5949,-1.1176,0.8753,-0.7131,0.1222,-0.524,-0.6451
735.785,Female,1.6478,1.36,-1.6391,1.9757,-0.9246,-0.2934,0.656,2.6131,1.0844,2.0054,0.487,-1.109,1.2386,0.7181,0.6344,1.8839,-0.524,-1.272
336.254,Male,-3.2686,0.21,1.251,-2.4782,0.3721,0.6134,-1.7779,-1.7421,1.0844,0.849,0.487,0.2734,-1.3959,-0.2151,-0.788,-1.3543,1.5959,1.1904
602.542,Male,-0.023,-0.18,2.0165,-1.218,-0.4708,1.3209,-1.7779,-0.0694,1.0844,0.3709,-0.1982,0.8794,-0.5928,-0.8147,0.6818,1.0657,-1.126,-1.272
506.31,Male,-0.9434,0.21,0.2012,-0.938,0.836,1.2403,-0.4533,-0.2704,1.0844,2.0054,-0.1015,0.8794,-1.566,-0.855,-0.9156,0.8552,-0.524,-0.7816
640.057,Male,1.0575,1.36,0.2682,0.9306,1.1853,1.3209,0.5236,-0.7637,1.0844,2.0054,0.1187,0.176,1.2386,1.4751,2.7249,1.8839,-0.524,-1.272
408.288,Male,-1.9164,1.36,-0.3253,-1.4712,0.5464,0.1744,-0.3629,-0.2704,1.0844,0.1956,0.5693,-0.687,0.1869,-0.4347,-0.4312,-1.0985,1.2421,1.2958
447.459,Female,0.5474,0.59,-0.0363,0.3014,2.0073,0.1744,0.3875,-0.9434,-0.6583,1.1811,-1.071,-0.687,-1.1176,-2.5252,0.9683,-1.0985,1.2421,0.2705
664.932,Female,1.0321,0.98,-0.696,0.5003,-1.0504,0.636,0.3692,-2.7114,-1.6224,-0.9372,-1.4028,1.8905,-0.3236,0.8753,-0.3436,0.1222,-0.0697,0.2705
469.065,Male,0.1401,-0.57,0.299,0.7647,0.3721,0.9684,1.2943,-2.7114,1.0844,0.7871,-0.7233,-0.687,0.7301,-0.4347,2.7249,0.1222,-0.0697,0.2705
757.643,Female,0.8423,0.98,2.0165,-0.067,1.1813,1.3209,0.0895,2.0787,-0.6583,-0.2661,-0.1015,0.1097,-1.1176,0.9703,-0.8273,1.8839,-1.8876,-1.272
444.351,Male,0.0623,-1.72,-0.3253,-0.4661,0.4572,-0.5551,0.0895,-1.4882,-0.6583,-0.9792,-1.3692,-0.687,1.2386,-1.3162,0.6818,0.1919,-1.8876,0.2705
591.214,Female,0.4599,0.98,-0.3253,-0.3356,2.0073,0.636,-0.281,-0.7637,-1.1507,-0.9792,-1.071,-1.8939,-0.5928,-1.4271,-0.4509,1.2374,-0.524,0.2705
462.37,Female,-2.17,-1.34,0.7743,-1.8845,-0.1687,0.9684,-1.555,0.7789,0.0083,0.1956,-0.1015,0.4637,-0.5928,-0.2151,-0.6464,-1.0985,0.795,0.8232
332.134,Female,-0.2444,-0.95,1.1537,-0.0377,-0.474,-1.0214,0.333,-2.7114,-1.3929,-1.7009,0.487,1.1911,-0.7871,-1.6259,-3.2367,-1.2042,2.0679,1.9837
711.507,Female,0.6728,1.36,-0.3253,-0.5877,-0.9282,1.8245,0.333,1.0781,1.0844,0.849,0.5693,0.5949,-0.5928,1.8524,-0.3184,0.1222,0.795,-1.272
593.886,Female,1.2721,1.36,0.5121,1.3246,0.4599,1.8245,0.9144,0.6523,0.0281,0.1956,0.5693,0.052,1.2386,-0.5589,-0.3184,0.1222,0.5082,0.9567
435.295,Male,-0.3264,-0.57,-0.99,-1.887,0.1067,-0.6413,-1.2275,-1.1538,0.0281,0.3709,-1.071,-0.4342,1.2386,-1.0266,0.0348,-0.7391,1.3451,1.0453
501.969,Female,0.2734,-1.34,-0.6555,0.4212,-0.1687,-0.6079,-0.0349,-0.4556,-0.6583,-0.2661,-0.1015,1.8905,-1.8489,-1.3162,-1.1224,-1.0985,0.9065,1.6524
600.326,Male,-0.2492,-0.95,0.2012,0.2555,0.836,-0.2934,-0.2908,-0.6278,1.0844,-0.733,-0.1015,-0.4342,0.7301,-1.3162,-0.1903,0.1222,0.409,0.2705
615.794,Female,1.4253,0.59,0.5121,1.6218,-0.1687,1.8245,0.4826,-0.1542,0.0281,-2.345,0.487,0.4637,0.1869,-0.2151,-0.4509,1.8839,0.8207,-1.272
551.342,Female,0.608,0.59,-0.0363,0.9653,0.836,1.2662,0.5236,-0.1542,0.4667,1.1811,0.5693,0.4637,0.6502,1.8524,-0.3184,0.8214,-0.524,0.2705
484.372,Female,0.2917,-0.18,-1.1311,0.7588,-1.4494,0.9684,0.4826,1.3052,-0.6583,2.0054,0.5693,0.4637,0.1869,0.5761,0.6818,1.2374,-1.8876,-0.7816
550.056,Male,0.415,0.59,1.1225,0.6873,0.836,1.3209,1.2943,-1.2172,-2.5375,1.2643,-0.6545,0.8794,1.2386,0.5761,0.0209,-0.5485,1.137,0.8769
472.884,Female,-1.7978,-0.95,-1.256,-1.9429,-2.2652,-2.2177,-1.555,1.5998,1.0844,-0.8865,1.8164,-1.8939,0.1869,1.8524,-0.1642,0.3486,0.409,-0.2888
520.733,Female,0.8153,0.21,-0.3253,0.3663,-1.0467,0.1744,-0.1443,0.4823,0.4626,-1.5513,-1.071,1.8905,0.1869,0.9703,-1.423,-0.4089,-0.0697,1.1904
564.746,Female,0.3836,0.59,-0.6555,-0.082,-0.9282,0.9276,-0.3918,0.638,-0.6583,-0.5707,-1.071,0.4637,-1.8489,-0.8444,-1.4029,-0.4089,0.409,-0.8863
484.068,Male,-0.54,-1.72,0.7743,-1.7411,0.4572,-0.2934,-2.0184,1.3468,-1.4024,0.0113,-1.071,-1.8939,-1.0127,-1.3162,-0.2444,1.8839,-1.8876,-1.272
548.012,Male,0.1571,-1.34,0.7743,-0.0317,0.1915,-0.5551,0.1118,-1.7421,1.0844,-0.5707,0.9982,-0.2006,-1.1176,0.0006,-0.4415,-0.4089,-0.0362,-1.272
481.121,Female,0.5402,-0.57,-1.1311,-0.2838,-0.9282,-1.184,0.1118,0.3379,1.0844,0.3709,-0.6545,1.4083,0.3385,-0.7453,-0.3489,0.15953857,0.195487487,0.8232
531.013,Female,-0.9212,1.36,0.0728,-1.5024,-0.9282,1.2662,-1.4348,1.6946,0.0083,-0.2661,0.9982,-0.3799,0.1038,0.2342,-0.6123,0.0523,0.795,-1.272
609.132,Male,0.451,0.98,-1.1311,-0.0474,0.1915,0.6797,-0.3629,-1.352,-1.1507,0.571,-0.1015,-0.687,0.7301,-0.8444,-0.3184,-0.4419,0.9065,0.2705
439.588,Male,-0.9066,0.21,-0.3253,-0.3031,-0.5786,0.1744,-0.112,-0.1241,0.443,-0.6888,1.1448,-1.2792,0.1038,0.676,-0.8632,-0.825,1.2421,0.2705
612.954,Male,0.0297,0.21,2.0165,0.4038,2.0073,1.8245,1.2943,-0.3087,1.0844,2.0054,1.1448,-0.9823,1.2386,0.8347,1.4685,1.8839,-1.8876,-1.272
585.423,Female,-0.4213,0.21,0.5121,0.711,0.836,0.5665,0.6901,-1.352,1.0844,1.1811,0.5693,0.8794,0.7301,0.8347,-0.4509,0.1222,-0.0697,-1.272
668.35,Female,1.766,0.59,-0.3253,2.2347,0.1915,0.9684,1.8669,0.0127,1.0844,0.1956,0.6291,-0.4342,0.7301,0.9703,-0.3184,-0.4089,-0.0697,-1.272
430.693,Female,1.6097,-1.72,-0.3253,1.3605,0.4572,0.1744,1.2243,-0.2008,-0.6583,-0.2661,-0.1015,0.4637,1.2386,0.0337,-0.4814,-0.849,0.0755,0.2705
