"Gender","ESCS","METASUM","HOMEPOS","ICTRES","JOYREAD","PV1READ"
1,0.2692,0.0865,0.7021,-0.3586,0.6743,594.75
2,-0.6658,0.0865,-0.2419,-0.3586,1.4768,507.19
1,-2.0537,-0.752,-1.2566,-1.1171,-0.0441,397.66
1,-0.0931,0.0865,-0.0765,1.2041,0.1798,441.11
1,0.6116,0.5058,0.0976,-1.1171,0.417,600.63
1,-0.3791,NA,-0.6143,-0.7459,NA,466.93
2,-0.3205,-0.3327,-0.3986,0.3453,0.1798,547.51
2,-1.6509,-0.3327,NA,NA,-0.5824,423.49
2,-0.2033,0.925,0.7021,0.3453,0.2959,514.4
2,-1.5574,-2.0098,-0.6956,0.3453,-1.2973,420.69
2,1.054,0.5058,1.2196,1.2041,-0.9169,573.01
2,-1.8121,0.5058,-0.2419,0.3453,-0.4746,366.57
2,-0.8131,-1.1713,-0.2419,0.3453,-0.4746,423.01
2,-1.9381,0.5058,-0.6956,-1.8035,0.0665,438.24
2,0.1868,0.0865,-1.1173,-1.1171,-0.4746,474.24
2,0.5583,-1.1713,-0.2419,1.2041,-0.4746,495.64
2,-1.1561,1.3443,-0.978,0.3453,-0.8022,541.18
2,-1.0262,-2.0098,-1.1173,-1.8035,-1.2973,505.67
2,0.7637,0.5058,0.4835,0.3453,-1.6151,484.34
2,0.4637,-0.752,-0.0765,-0.3586,0.1798,399.12
2,0.4289,-0.752,0.7021,0.3453,0.1798,501.34
2,0.0334,-2.0098,-0.2081,-0.6463,-0.2604,387.18
2,1.2396,0.925,0.2843,0.3453,-0.2604,596.41
1,1.0586,0.925,1.9644,1.2041,1.118,566.31
1,1.0262,-1.5905,1.5475,1.2041,0.0665,388.76
1,1.2885,0.0865,0.9439,1.2041,-0.2604,513.8
1,1.3771,1.3443,0.0976,-0.3586,0.1798,533.02
1,1.9521,0.5058,2.5602,1.2041,-0.1533,487.11
1,0.7707,0.5058,0.7021,-0.3586,0.1798,494.65
1,0.7541,-0.752,-0.0765,0.3453,0.2959,627.4
2,1.6116,-1.5905,1.9644,1.2041,-1.1624,391.75
2,1.5264,-0.3327,1.5475,0.3453,-0.2604,571
2,1.0245,0.925,0.9439,0.3453,-1.2973,419.81
2,1.2885,-0.3327,0.9439,1.2041,0.5421,552.24
2,1.0512,1.3443,1.5475,1.2041,-0.0441,620.95
2,1.7436,-2.0098,1.9644,1.2041,0.5421,578.54
2,0.8925,0.5058,0.9439,0.3453,NA,661.03
1,0.0477,0.5058,-0.3986,0.3453,0.1798,511.1
1,-0.8992,0.925,-1.3978,-2.7224,1.289,586.88
1,-1.1273,-1.1713,-1.8389,-1.8035,1.289,423.63
1,-0.4672,0.5058,-0.8378,-0.3586,0.2959,475.91
1,-0.1948,-0.752,-0.0765,-0.3586,0.0665,349.76
1,0.586,-1.5905,-0.8378,-0.3586,-0.3675,419.19
1,-0.6,1.3443,0.0976,-0.3586,-0.1227,435.15
1,-0.9447,NA,-1.1715,-0.3586,NA,309.8
1,-0.3783,-2.0098,-0.0765,0.3453,-2.072,488.78
1,-0.3905,NA,-0.978,-1.1171,-1.4461,352.46
1,-1.2028,-2.0098,-0.3986,-1.1171,0.2959,496.8
1,-0.6038,0.5058,-1.1173,-1.1171,-0.2604,580.37
1,-0.5239,0.5058,-0.978,-1.8035,-0.8022,509.99
1,NA,-0.3327,-0.978,-1.1171,2.6632,458.35
1,1.0875,-0.752,0.7021,1.2041,3.495,612.62
1,-0.2757,-0.3327,-0.5495,-0.3586,0.2959,458.11
1,-1.4771,0.5058,-1.2566,-1.1171,-1.0365,476.14
1,-0.9804,-1.1713,-0.3986,-1.1171,-0.2604,435.15
2,-1.0332,0.0865,-0.3986,-1.1171,-1.1624,370.34
2,-0.3654,0.925,-0.1742,-0.3586,-0.8022,427.26
2,-0.8023,-0.3327,-0.5495,-1.1171,-0.2604,474.4
2,-0.3847,0.5058,-0.6956,-0.3586,-1.1624,384.53
2,-0.0351,0.5058,-0.0765,-0.3586,-1.6151,388.46
2,-0.21,-0.3327,-1.2566,-1.8035,-1.6151,568.6
2,-0.3272,-2.0098,-0.5495,-0.3586,-1.4461,424.05
2,-0.6865,-0.752,-1.2566,-0.3586,-0.9169,360.8
2,0.2267,-0.3327,0.0966,0.3453,-1.0365,369.38
2,-0.6088,0.925,-1.3978,-0.3586,-1.6151,330.82
2,0.6221,0.0865,-0.0765,-0.3586,-0.0441,490.51
2,0.3104,-0.752,-0.3986,0.3453,1.118,484.02
2,1.4996,-0.752,0.9439,1.2041,-0.9169,453.16
2,0.353,1.3443,-0.6956,0.3453,0.1798,485.62
2,1.3971,-2.0098,1.2196,1.2041,-1.0365,536.53
1,-0.6059,0.925,-1.2566,-1.1171,-1.2973,435.87
2,-0.5647,-0.3327,-0.5495,-2.7224,-0.2604,393.51
1,-1.8145,0.5058,-2.514,-2.7224,0.8127,513.96
1,-0.3008,-0.752,-0.5495,0.3453,0.2959,592.6
1,0.7179,0.0865,0.7021,0.3453,0.0665,547.96
1,0.3955,0.0865,0.4835,1.2041,0.9601,339.35
1,-0.2383,-2.0098,-0.5495,-0.3586,-0.3752,403.22
1,-0.1531,-1.5905,-0.2419,-1.1171,0.0665,530.88
1,0.0831,1.3443,-0.2419,-1.1171,1.118,580.13
1,-1.6914,-2.0098,-1.8389,-1.1171,-0.2604,389.79
1,0.1857,0.5058,0.4835,-0.3586,1.118,517.69
1,-1.079,-0.752,-1.1173,-1.1171,-1.2973,454.85
1,-0.8709,0.925,-1.9956,-2.7224,NA,444.29
1,-0.9127,-0.3327,-0.6956,-0.3586,1.6882,508.4
1,-0.8233,-0.3327,-1.2053,-1.1171,-0.2604,477.65
1,1.2885,0.5058,0.9439,0.3453,-0.6033,514.12
1,-1.2089,0.0865,-0.978,-1.1171,0.4385,539.94
1,-0.3783,-0.3327,-0.0765,-0.3586,NA,405.76
1,-0.7867,0.925,-0.2419,1.2041,0.6743,445.88
1,0.1572,0.925,0.2843,-0.3586,-0.1533,436.11
2,-0.514,-2.0098,-1.2566,-1.1171,NA,398.64
2,-0.9185,0.925,-0.978,-1.1171,-1.8161,390.95
2,1.4563,0.5058,0.0976,0.3453,1.289,564.11
2,-0.7921,0.925,-1.2566,-2.7224,1.6882,543.34
2,-1.4888,-1.5905,-1.688,-2.7224,-0.9169,270.21
2,0.262,-1.1713,1.2196,1.2041,-1.0365,393.75
2,-0.074,0.5058,0.7021,0.3453,-0.4746,420.77
2,1.4235,0.5058,1.2196,1.2041,-0.0441,543.82
2,0.1825,0.5058,0.9439,-0.3586,-0.2604,563.55
2,-1.0975,-0.752,-0.6956,-0.3586,-0.8022,352.63
2,-0.8484,0.925,-0.3986,-1.1171,NA,596.09
2,-0.916,-1.1713,-0.8378,-1.1171,-1.4461,448.19
1,1.0044,-2.0098,1.9644,1.2041,-1.8161,537.95
1,0.2679,-1.5905,-0.2419,0.3453,0.9601,607.22
1,1.3443,0.0865,1.2196,0.3453,1.4768,535.88
1,0.7901,NA,0.4835,0.3453,-0.9169,462.56
1,0.8069,0.0865,-0.0765,0.3453,-1.0365,444.13
1,0.6021,-2.0098,0.9439,1.2041,0.9601,632.56
1,0.7341,-0.3327,0.9439,0.3453,-0.0441,523.25
1,-0.7428,-2.0098,-0.3986,-1.1171,-0.2604,397.74
1,0.1875,-1.5905,-0.978,-1.1171,-0.0441,569.57
1,0.6915,-2.0098,0.7021,0.3453,NA,537.63
1,-0.2941,-0.3327,-0.3986,-1.1171,0.0665,648.77
1,2.3481,-2.0098,2.5602,1.2041,-0.3675,505.93
1,0.4747,0.0865,0.4835,-0.3586,-0.3675,594.51
1,0.4289,-2.0098,0.7021,-0.3586,0.9601,419.27
1,-0.9227,-2.0098,-1.2566,-1.1171,-1.1624,441.67
1,-0.1424,1.3443,-0.5495,-2.7224,1.6882,620.41
1,-0.2106,-2.0098,-1.1173,-0.3586,-2.072,445
2,0.5067,1.3443,0.7021,1.2041,-0.9169,566.19
2,0.1329,-2.0098,0.4835,-0.3586,-0.9169,492.76
2,1.4268,-0.752,1.9644,1.2041,0.0665,656.54
2,-0.6223,-2.0098,-0.6956,0.3453,-0.8022,425.66
2,-0.368,-2.0098,0.2843,1.2041,-0.6909,394.23
2,1.1596,0.5058,1.2196,1.2041,0.0665,509.99
2,0.5873,-0.752,0.7021,0.3453,-0.9169,534.61
2,1.3179,-0.752,1.2196,-0.3586,-0.1533,595.45
1,0.506,-1.1713,0.0976,1.2041,-0.4746,528.34
2,1.2684,-0.752,1.9644,1.2041,0.5421,614.21
2,-0.6845,NA,0.084,-0.149,-0.0719,287.53
2,1.054,0.0865,1.2196,1.2041,-1.2973,627.36
2,-0.3089,-2.0098,0.7021,-0.3586,-1.0365,421.09
2,0.1399,-2.0098,0.7021,0.3453,-0.1533,541.18
2,1.8222,0.0865,1.5475,1.2041,0.417,304.45
2,-1.4023,-0.752,-0.8378,-1.1171,-0.9169,360.16
2,0.8209,-1.1713,-0.2419,0.3453,-0.3675,469.51
1,0.2325,0.925,0.9439,-0.3586,1.6882,591.57
1,-0.8023,-0.752,-0.5495,-0.3586,-1.1624,319.09
1,-0.0829,-0.3327,-0.3986,-0.3586,-1.2973,511.1
1,0.2772,-2.0098,-1.688,-0.3586,1.4768,334.11
1,-1.0769,0.5058,-0.978,-2.7224,-0.0441,471.3
1,0.8661,-0.3327,0.9439,1.2041,1.6882,461.53
1,-0.4144,-0.3327,-0.8378,-0.3586,-1.4461,445.64
1,-0.9669,0.0865,-0.6956,-0.3586,-1.8161,412.2
1,-0.8435,-0.752,-1.2566,-2.7224,-0.1533,453.9
1,1.1931,0.0865,0.7021,-0.3586,2.6632,661.16
1,-0.106,-0.3327,0.4835,0.3453,-0.9169,425.22
1,-0.0879,0.0865,-0.0765,-1.1171,2.6632,485.12
1,0.7091,-2.0098,0.9439,0.3453,0.9601,551.22
1,0.4637,0.5058,-0.0765,1.2041,1.9344,548.36
1,0.2719,0.5058,0.7021,1.2041,0.2959,439.28
1,-0.2757,0.0865,-0.5495,-1.8035,-0.4746,485.36
1,0.4289,-0.752,0.7021,0.3453,1.9344,457
1,-0.1143,-0.3327,-0.0765,-0.3586,-0.5824,442.62
1,0.7109,0.5058,0.4835,-0.3586,2.2383,461.45
2,-0.7496,-1.1713,-1.688,-1.8035,-1.1624,511.6
2,0.7663,-2.0098,1.2196,1.2041,-0.6909,347.82
2,-1.1297,-0.752,-0.978,-0.3586,-1.2973,463.18
2,-0.0248,1.3443,0.2843,-1.1171,0.417,528.51
2,-0.9713,-0.3327,-0.978,-2.7224,0.2959,309.18
2,0.7373,-1.5905,0.4835,1.2041,-0.6909,458.29
2,0.3511,-2.0098,0.7021,1.2041,0.0665,531.16
2,0.3131,-0.3327,-0.3986,-0.3586,0.417,535.33
2,-0.6019,-0.752,-0.2419,0.3453,-3.2265,323.12
2,0.6116,0.5058,0.0976,-0.3586,-1.1624,430.47
2,-0.1962,-0.3327,-0.0765,0.3453,-1.8161,290.02
2,0.0271,-1.1713,-0.9461,NA,-1.6151,435.84
2,-0.5795,-2.0098,-1.2566,-0.3586,-1.1624,427.58
2,-0.5246,-2.0098,-1.1173,-0.3586,-0.9169,409.3
2,0.3673,-1.1713,0.9439,0.3453,-0.2604,392.63
2,-0.0693,-0.752,-0.6956,-0.3586,-1.2973,397.68
2,1.2915,-1.5905,1.2196,1.2041,-0.3675,428.7
2,0.2429,-1.1713,-0.2419,-1.1171,-0.8022,480.73
1,NA,NA,NA,NA,NA,556.22
1,0.4791,0.5058,-0.2419,-1.1171,-0.2604,405.05
1,0.8957,-0.752,0.4835,0.3453,-0.9169,570.12
1,-0.4024,0.5058,-0.3986,-1.1171,-0.1533,484.25
1,1.5792,0.5058,1.5475,1.2041,0.6743,520.15
1,0.9041,0.5058,0.7021,1.2041,-0.0441,517.22
1,0.7637,1.3443,0.4835,-0.3586,1.4768,604.36
1,1.3709,0.0865,0.4835,0.3453,2.2383,637.33
1,0.4268,0.0865,0.0976,0.3453,1.9344,601.1
1,0.9189,-0.3327,0.9439,1.2041,0.1798,547.08
1,1.1417,NA,0.2369,-0.6463,1.3781,458.99
1,1.2987,0.0865,0.7021,1.2041,1.289,649.01
1,1.7376,-1.5905,1.5475,-0.3586,1.289,699.93
1,2.8914,1.3443,3.7374,1.2041,3.495,701.28
1,2.1924,0.925,1.9644,0.3453,0.5421,656.08
1,-0.0225,NA,-0.2419,1.2041,0.417,502.36
1,0.324,1.3443,0.0976,-1.1171,1.9344,657.59
1,0.0508,0.0865,1.5475,1.2041,0.6743,513.16
1,-0.4672,1.3443,-0.8378,-1.1171,1.118,546.53
1,0.5324,-1.1713,0.0976,-0.3586,-0.3675,603.88
1,0.1857,0.5058,0.4835,1.2041,0.5421,491.64
2,1.2357,0.0865,0.9439,-1.1171,0.9601,610.6
2,-0.2324,1.3443,-0.8378,-0.3586,0.2959,575.09
2,0.0877,-2.0098,-0.6956,-1.8035,-0.4746,462.78
2,0.5569,0.5058,-0.2419,-0.3586,-0.9169,491.4
2,0.474,0.5058,0.2843,-1.1171,-0.3675,489.15
2,-0.0211,-0.3327,-0.2419,0.3453,-0.6909,540.22
2,-1.0068,-0.752,-0.3986,-1.1171,-0.5824,502.94
2,-0.1424,-1.1713,-0.5495,-0.3586,-1.6151,504.46
2,0.6421,1.3443,-0.6956,0.3453,0.0665,528.27
2,0.9291,-0.752,0.7021,0.3453,0.6743,624.71
2,-0.7428,0.0865,-0.3986,-0.3586,0.6743,612.61
2,-0.7673,-0.3327,-0.4605,1.1753,1.7946,568.12
2,0.6518,0.925,3.4066,1.1753,-0.4746,394.07
2,1.3971,-0.3327,1.2196,-0.3586,-0.5824,494.84
2,0.028,-2.0098,0.2843,0.3453,-1.1624,460.21
2,-0.2846,0.5058,0.0976,1.2041,0.5421,551.36
2,0.0044,-1.5905,0.0976,-0.3586,-0.0441,393.83
2,-0.6513,-1.1713,-0.6317,-0.6463,-1.2973,450.27
1,-0.3814,1.3443,-1.688,-1.1171,0.2959,538.43
1,0.317,0.0865,0.2843,0.3453,-1.0365,500.45
1,0.1927,0.0865,0.7021,-0.3586,0.0665,447.23
1,0.2429,1.3443,-0.2419,1.2041,0.0665,665.13
1,-0.4818,-1.5905,-1.5409,-2.7224,NA,457.32
1,0.028,-0.752,0.2843,0.3453,0.5421,541.68
1,-0.1545,0.925,-0.2419,-1.1171,2.6632,656.95
1,-0.1173,0.5058,-0.5495,-1.1171,0.9601,621.76
1,1.9785,-0.3327,2.5602,1.2041,0.5421,523.73
1,0.0864,0.0865,0.0976,-0.3586,-0.1533,471.14
1,1.0181,NA,-0.0765,-0.3586,1.6882,604.28
1,0.8861,0.925,-0.0765,0.3453,0.1798,542.32
1,0.7707,-0.752,0.7021,0.3453,1.9344,639.16
1,0.0427,-1.1713,-0.0765,-1.1171,-0.0441,507.84
2,1.1139,-1.1713,0.7021,0.3453,-0.4746,525.31
2,-0.9424,-1.5905,-0.8378,-1.1171,-0.9169,550.8
2,1.5264,0.0865,1.5475,1.2041,-0.6909,593.85
2,0.4289,-1.1713,0.7021,0.3453,-1.4461,491.56
2,-0.5181,-2.0098,0.175,-0.3586,NA,466.06
2,0.2755,-0.3327,0.2843,0.3453,1.118,605.71
2,0.7108,0.5058,1.2196,0.3453,0.0665,423.89
2,-0.5792,-0.3327,0.2843,-1.1171,0.8127,550.16
2,-0.7073,0.0865,-0.978,-1.1171,-0.9169,526.75
2,0.5817,-0.3327,0.4835,1.2041,-1.6151,566.59
2,0.2646,0.0865,-1.1173,-1.1171,0.1798,595.85
2,0.7908,0.5058,0.2843,-0.3586,-0.3675,641.07
2,-0.0776,-2.0098,0.2843,0.3453,-0.9169,464.06
2,1.2943,-0.3327,1.2196,1.2041,-0.8022,413.95
1,1.2393,1.3443,2.5602,1.2041,1.6882,532.86
2,0.4109,0.0865,-0.0765,0.3453,-1.8161,399.2
2,0.4206,-1.5905,0.4835,0.3453,-1.6151,437.68
2,-0.2849,-2.0098,-0.978,-1.1171,NA,406.58
2,1.1069,0.5058,0.4835,-0.3586,0.1798,595.93
2,0.5429,NA,-0.0765,1.2041,0.8127,580.22
1,0.3247,1.3443,0.7021,1.2041,0.417,533.1
1,0.3457,0.925,-0.2419,-0.3586,-0.4746,659.1
1,0.0505,-0.752,0.9439,1.2041,0.417,512.29
1,-0.7214,0.0865,-0.0765,-0.3586,2.2383,622.47
1,0.1399,0.5058,0.7021,0.3453,0.6743,540.01
1,0.3002,1.3443,-0.6956,-0.3586,1.9344,708.67
1,-0.9328,NA,-1.3456,-1.7002,-0.1533,425.94
1,-0.1434,-0.752,-0.0765,0.3453,-0.5824,527.94
1,0.9756,0.0865,0.2843,-0.3586,-0.0441,477.5
1,1.3149,0.5058,0.9439,0.3453,0.5421,536.2
1,0.1623,1.3443,-0.2419,-0.3586,-0.2604,500.69
1,0.1981,1.3443,-0.5495,-1.1171,-0.6909,477.18
1,-0.3847,0.925,-0.6956,-0.3586,-0.3675,517.93
1,0.633,0.5058,1.2196,1.2041,0.6743,685.55
2,-0.6765,0.0865,-0.6956,0.3453,-0.5824,440.89
2,0.1033,-0.3327,0.9439,1.2041,-0.4746,387.98
2,1.6908,0.5058,1.9644,1.2041,0.417,622.31
2,-1.312,0.5058,-0.8378,-1.1171,0.4795,394.55
2,0.5067,-1.5905,0.7021,-0.3586,-1.1624,456.68
2,0.5971,-0.752,-0.0765,0.3453,-0.4746,569.48
2,-1.1778,-0.3327,-1.0331,-1.8035,-3.2265,446.5
2,-0.0279,NA,-1.2566,0.3453,-0.2604,290.18
2,-0.1248,-2.0098,0.0976,-0.3586,-1.2973,403.45
2,0.0441,-0.752,-0.0765,1.2041,0.0665,516.81
2,0.3895,-0.3327,-0.3986,-0.3586,-1.6151,422.21
2,0.053,-1.5905,0.2843,0.3453,-1.1624,476.97
2,-1.2158,-1.1713,-2.3312,-2.7224,-1.0365,399.84
2,-0.1664,-0.3327,-1.5409,-0.3586,0.2959,480.33
2,-0.1254,0.925,0.7021,0.3453,-0.4746,448.67
2,0.1136,0.0865,-0.8378,-1.1171,-0.2604,519.13
2,-0.6528,0.5058,0.0976,0.3453,-1.4461,585.83
2,0.8209,0.0865,-0.2419,-1.1171,NA,531.72
2,-0.4525,-0.3327,-0.3986,0.3453,-1.6151,435.36
1,0.3035,-2.0098,0.9198,0.3453,0.2959,528.73
1,0.0567,0.5058,-0.2419,-0.3586,3.495,536.84
1,-0.1015,0.5058,-0.978,-1.1171,-0.2604,508.64
1,0.6549,0.5058,0.9439,0.3453,0.2959,517.22
1,0.726,-2.0098,-0.5495,0.3453,-0.3675,417.04
1,0.3645,1.3443,-0.3986,-1.1171,0.417,589.59
1,1.2093,0.925,0.9439,0.3453,-0.8022,558.37
1,0.028,0.5058,0.2843,0.3453,0.6743,584.5
1,0.3712,-0.3327,0.2843,0.3453,0.2959,601.34
1,0.9125,0.0865,-0.0765,-1.1171,1.9344,479.16
1,0.3448,-0.3327,0.2843,0.3453,-1.1624,507.36
1,-0.9983,-0.3327,-0.5495,-1.1171,-3.2265,492.19
1,1.054,0.5058,1.2196,0.3453,0.1798,605.95
1,-0.2902,0.5058,0.2843,-1.1171,0.8127,383.91
1,0.1998,0.5058,-0.0765,0.3453,1.9344,630.81
1,0.922,0.5058,1.2196,1.2041,0.417,576.48
1,-0.6019,0.5058,-0.2419,-0.3586,-0.1533,515.86
1,1.054,0.5058,1.2196,0.3453,3.495,594.83
2,-0.4064,1.3443,-0.5495,-1.1171,1.4768,530.2
2,0.0441,-0.752,-0.0765,0.3453,-0.2604,507.43
2,0.6685,-2.0098,-0.6956,-0.3586,-1.0365,558.58
2,-0.4936,-1.5905,-0.8378,-0.3586,0.8127,536.53
2,-0.0248,0.5058,0.2843,0.3453,-1.0365,475.12
2,0.317,0.5058,0.2843,0.3453,-0.4746,630.65
2,1.6825,0.5058,2.1443,1.2041,-0.3675,634.41
2,0.1981,-1.1713,-0.5495,-0.3586,-0.8022,621.75
2,1.2093,0.0865,0.9439,0.3453,2.2383,611.89
2,-0.3008,-0.752,-0.5495,-1.1171,-0.0441,480.17
2,0.9389,-0.3327,-0.0765,0.3453,0.6743,658.78
2,-0.6615,1.3443,-1.2566,-1.8035,0.6743,627.12
2,1.2885,0.925,0.9439,1.2041,1.118,740.47
2,0.6609,0.0865,0.4835,-0.3586,0.0665,620.38
2,1.4472,-0.752,1.5475,1.2041,0.9601,683.32
2,-1.0769,-0.752,-0.978,-1.1171,-0.9169,325.45
2,0.8861,0.5058,-0.0765,1.2041,-2.4469,597.86
2,1.3149,1.3443,0.9439,0.3453,0.6743,608.6
2,-0.395,0.5058,0.4835,1.2041,-1.4461,452.83
2,-0.0427,-1.5905,0.7747,1.1674,-3.2265,362.09
2,1.4563,-0.3327,0.0976,-1.1171,0.2959,653.01
1,-0.3319,-0.3327,-0.6956,-0.3586,-1.1624,422.28
1,0.8209,1.3443,-0.2419,-1.1171,0.6743,638.52
1,0.9492,0.5058,0.2843,0.3453,0.417,625.97
1,-0.6125,0.0865,-1.5409,-1.1171,-1.1624,511.57
1,-1.2512,0.5058,-1.688,-2.7224,1.118,599.59
1,1.4043,0.0865,0.7021,1.2041,0.6743,590.46
1,0.0567,-0.752,-0.2419,-0.3586,-0.8022,546.69
1,0.4734,1.3443,0.4835,-1.1171,2.6632,499.42
1,0.2177,1.3443,0.7021,-0.3586,0.5421,598.48
1,0.633,0.925,1.2196,1.2041,0.2959,476.46
1,1.2624,-0.752,1.5475,1.2041,0.2959,526.91
1,0.5771,0.925,0.9439,0.3453,-0.4746,479.08
1,0.7104,-0.752,0.9439,1.2041,0.6743,542.4
1,0.6908,0.5058,0.0976,-0.3586,-0.3675,564.96
1,1.1318,0.0865,1.5475,0.3453,0.417,565.51
1,-0.236,-0.3327,0.2843,0.3453,1.4768,554.79
1,-0.0713,0.5058,0.7021,-0.3586,2.6632,658.54
1,0.342,-1.5905,0.2843,-1.1171,1.118,451.44
1,0.053,0.5058,0.2843,-0.3586,0.8127,547.24
1,1.2374,0.925,1.5475,0.3453,1.118,772.46
2,-0.6223,-0.752,-0.6956,-2.7224,-0.6909,587.11
2,1.4736,1.3443,1.5475,0.3453,1.6882,648.76
2,0.7194,0.0865,-0.8378,-0.3586,-2.4469,481.86
2,-0.6501,-2.0098,-0.6956,-1.1171,-0.5824,528.99
2,-0.4435,-0.3327,-0.2419,-0.3586,-0.211,373.31
2,0.21,NA,0.2843,1.2041,-0.2604,518.33
2,0.5345,0.0865,0.7021,-0.3586,-0.6909,541.9
2,0.7394,-0.752,0.2843,0.3453,-0.5824,428.06
2,-0.9168,0.5058,0.0976,-0.3586,-3.2265,534.12
2,0.8191,0.5058,1.2196,0.3453,0.9601,629.84
2,1.4235,-0.3327,1.2196,1.2041,2.6632,618.62
2,0.2245,-2.0098,-0.5495,-1.1171,-1.0365,500.69
2,-0.7921,0.5058,-1.2566,-2.7224,1.289,490.83
2,0.6318,0.5058,0.4835,-1.1171,0.5421,598.9
2,-0.8748,-0.3327,-0.3986,-0.3586,-1.4461,379.96
2,-0.0739,0.0865,-0.2419,-0.3586,-0.9169,507.27
2,-0.3482,0.5058,-0.3986,-0.3586,-0.0441,611.81
2,-0.5472,0.0865,0.0976,0.3453,-0.3675,412.59
2,1.2396,0.0865,0.2843,-0.3586,-0.1533,495.16
2,1.3181,0.925,0.4835,0.3453,-0.2604,519.93
1,0.4289,-2.0098,0.7021,0.3453,0.417,489.89
1,-0.4433,0.0865,-0.978,-1.8035,0.5421,516.02
1,-0.0615,-1.1713,-0.0765,-0.3586,2.6632,489.57
1,0.0786,-0.3327,1.2196,1.2041,0.6743,481.39
1,1.632,0.925,1.5475,1.2041,0.6743,690.16
1,-1.0088,-0.3327,-0.978,-0.3586,3.495,625.73
1,0.284,0.0865,-0.3986,-0.3586,0.1798,558.21
1,0.1219,0.925,-0.0765,-1.1171,0.417,534.14
1,0.9202,-2.0098,0.9439,1.2041,-0.4746,425.62
1,-1.3568,-0.3327,-1.688,-2.7224,-0.4746,506.25
1,1.6908,-0.3327,1.9644,1.2041,1.6882,492.59
1,-0.3299,0.5058,-0.5495,-0.3586,-0.0441,553.12
1,-0.6811,NA,-0.2419,-0.3586,0.1798,447.78
1,0.4758,-0.752,-1.1173,-0.3586,-1.2973,462.8
1,-0.5755,1.3443,-0.2419,-0.3586,0.0665,573.54
1,1.1069,-0.3327,0.4835,-0.3586,-0.1533,494.97
1,-0.7339,0.0865,-0.2419,0.3453,-0.9844,456.6
1,0.2539,NA,-0.0765,0.3453,0.417,554.63
1,-0.1324,0.925,0.4835,-0.3586,1.289,509.11
1,0.42,1.3443,0.9439,1.2041,0.417,685.87
2,-0.0783,1.3443,0.4835,1.2041,-0.9169,553.44
2,0.606,-2.0098,0.2843,0.3453,-1.2973,387.82
1,-0.1407,0.925,-0.0765,-0.3586,3.495,598.24
2,0.8303,-0.3327,0.381,1.2041,-0.2604,529.07
2,0.0272,-0.752,1.2196,0.3453,1.118,569.4
2,0.7605,1.3443,0.9439,0.3453,-0.1533,372.67
2,0.4532,1.3443,0.0976,-0.3586,-1.6151,430.95
2,-0.1074,NA,0.5435,0.3453,-0.6526,403.21
2,1.0248,-0.3327,1.5475,1.2041,0.1798,454.36
1,1.4268,1.3443,1.9644,1.2041,-0.2604,427.53
2,1.3443,NA,1.2196,-0.3586,-0.0441,330.82
2,-0.0064,-0.3327,-0.3986,-0.3586,-1.8161,426.38
2,0.3581,-0.752,-0.0765,-0.3586,-1.0365,504.54
2,1.1931,1.3443,0.7021,1.2041,-0.0441,596.25
2,-0.7214,-0.752,-0.0765,-0.3586,-0.5824,474.8
2,0.6813,0.0865,0.9439,1.2041,-0.1533,617.26
2,-0.0456,0.5058,0.0976,-0.3586,0.6743,554.17
2,-0.072,-2.0098,0.0976,-0.3586,-0.9169,505.58
2,0.5588,1.3443,0.0976,-1.1171,0.8127,609.8
2,-0.0057,-0.3327,0.2843,0.3453,-0.0441,398.08
1,0.6582,-0.752,0.4835,-0.3586,1.4768,585.93
1,0.1399,0.925,0.7021,-0.3586,1.4768,679.27
1,0.3955,NA,0.4835,0.3453,-0.6909,612.7
1,1.1892,0.5058,1.9644,0.3453,0.8127,649.56
1,0.3427,-1.1713,0.4835,-0.3586,0.6743,568.69
1,-0.2824,0.925,-0.8378,-0.3586,0.6743,516.82
1,-0.0456,1.3443,0.0976,-0.3586,1.4768,560.83
1,-0.0712,-0.3327,-0.8378,-1.1171,-0.9169,477.26
1,0.2353,-0.752,0.9439,0.3453,0.1798,578.86
1,0.1345,-0.752,-0.2419,0.3453,0.417,489.09
1,0.9984,0.5058,1.5475,0.3453,-0.2604,561.94
1,0.9255,0.5058,0.2843,-0.3586,-0.8022,399.56
1,-0.8484,0.5058,-0.3986,0.3453,-0.0441,525.32
1,0.8069,0.0865,-0.0765,-1.1171,0.5421,550.66
1,-0.5594,-0.752,-0.3986,-1.1171,NA,481.15
1,1.1597,0.5058,0.4835,1.2041,2.2383,652.02
2,0.064,-2.0098,-0.6956,-0.3586,-1.1624,510.15
2,-0.9343,-2.0098,-0.5495,-1.1171,-1.2973,341.32
2,-0.9655,-0.752,-0.6956,-1.1171,-3.2265,282.16
2,-0.0893,0.5058,-0.0765,-0.3586,-0.4746,529.72
2,0.633,1.3443,1.2196,0.3453,0.1798,603.79
2,0.028,-1.5905,0.2843,-0.3586,-1.1624,483.7
2,-0.9713,-0.752,-0.978,-2.7224,0.1798,509.67
2,0.3955,-1.1713,0.4835,0.3453,-1.1624,280.8
2,0.4173,-2.0098,-0.3986,-0.3586,-1.4461,550.8
2,0.064,-1.5905,-0.6956,-1.1171,-0.8022,533.08
2,0.8333,-2.0098,-0.0765,-1.1171,-0.5824,473.2
