"Gender","ESCS","METASUM","HOMEPOS","ICTRES","JOYREAD","PV1READ"
1,-0.0776,0.925,0.2843,-0.3586,0.0665,506.97
1,-0.0726,-2.0098,-0.8378,-0.3586,-0.613,421.57
1,-0.832,-1.1713,-0.8378,-0.3586,-0.0441,472.41
1,0.3976,-0.752,0.2843,-0.3586,0.5421,600.23
1,1.0153,-0.3327,0.4835,-0.3586,0.417,448.1
1,-0.2046,-0.3327,-0.8378,-0.3586,-0.2604,429.59
1,1.1931,0.0865,0.7021,-0.3586,-1.4461,531.59
1,-0.8405,-1.5905,-0.2419,-0.3586,0.4788,318.3
1,NA,-2.0098,1.3028,-0.149,-0.9169,276.99
2,-1.5416,-2.0098,-1.688,-1.1171,-0.5824,241.59
1,-1.0811,-2.0098,-1.2566,-2.7224,-0.1533,379.55
1,-0.7615,0.0865,-0.978,-1.8035,-0.2604,491.79
1,-0.7821,-0.752,-0.6956,-1.1171,-0.2604,502.84
1,0.1072,-0.3327,0.2843,-0.3586,1.118,496.72
1,-0.338,-0.3327,-0.8378,-1.1171,0.2959,388.2
1,-0.3894,-0.3327,-0.8378,-2.7224,-0.4746,498.39
2,-1.1016,-0.3327,-1.8389,-2.7224,-0.4746,347.66
2,-1.2988,-1.1713,-1.5409,-1.8035,0.1798,332.5
2,0.1347,-0.752,-0.3986,-1.1171,-0.3675,208.65
2,-0.2243,0.0865,-0.5495,-1.1171,-1.6151,464.22
2,0.0112,-0.752,-0.6956,-0.3586,-0.1533,453.96
2,-0.5472,-2.0098,0.0976,-0.3586,0.2959,461.25
2,-0.4211,0.0865,-1.2566,-0.3586,-0.6909,527.31
2,0.2417,-0.752,0.6325,0.3453,-0.5824,405.86
2,-0.0738,-0.752,-0.8378,-0.3586,0.6743,345.73
2,-0.0645,-2.0098,-0.5495,0.3453,-1.1624,503.42
2,-0.2582,-0.752,0.0976,-1.1171,NA,434.32
2,-0.501,0.5058,-1.1173,-0.3586,-1.3516,293.54
2,1.1597,-2.0098,1.4266,1.1753,-0.4746,504.94
2,0.3985,-2.0098,-0.2419,0.3453,0.0665,410.99
1,-0.2323,0.5058,-0.2419,0.3453,0.2959,458.99
1,1.4018,0.5058,1.9644,1.2041,1.4768,625.73
1,0.3962,0.5058,0.2843,-1.1171,-1.2973,589.11
1,-0.9079,0.5058,-0.5495,-1.1171,-0.9169,444.29
1,-0.6851,1.3443,-1.2566,-2.7224,1.289,514.04
1,-1.2202,0.925,-0.2419,-1.8035,0.1798,555.11
1,-1.6952,0.0865,-0.978,-1.1171,-0.4746,497.43
1,0.613,0.5058,0.0976,-0.3586,-0.4746,443.02
1,0.5229,-0.3327,0.9439,1.2041,0.8127,511.42
1,1.4472,0.5058,1.5475,1.2041,1.289,658.38
1,-1.891,1.3443,-1.1173,-0.3586,-1.4461,403.7
1,-0.2941,1.3443,-0.3986,-0.3586,0.5421,667.04
1,-1.1867,-2.0098,-1.2566,-1.8035,-1.1624,457.24
1,-0.3184,-2.0098,-1.3978,-1.1171,2.6632,514.04
1,-1.0558,-0.3327,-0.6956,-1.1171,-0.4746,437.54
2,0.1927,0.5058,0.7021,1.2041,0.2959,574.77
2,-1.3823,-0.3327,0.2843,-0.3586,-0.8022,377.8
2,1.1139,-0.752,0.7021,-0.3586,-0.2604,533.24
2,1.0875,-0.752,0.7021,0.3453,-0.3675,340.6
2,-1.6694,0.0865,-0.5495,-1.8035,-0.8022,409.95
2,-0.9268,-2.0098,-2.3312,-2.7224,-0.1533,545.75
2,1.2885,0.5058,0.9439,0.3453,0.2959,742.32
2,0.2428,-0.752,0.7021,-0.3586,1.4768,532.28
2,-1.0825,-0.752,-1.2566,-2.7224,-0.3675,446.74
2,0.4637,0.0865,-0.0765,-0.3586,0.0665,640.03
2,0.6929,0.0865,0.7021,0.3453,0.8127,608.68
2,NA,-0.752,-0.8378,-0.3586,-0.8022,344.93
2,0.0133,-0.3327,-0.5495,-0.3586,-0.2604,474.48
2,0.3606,0.5058,0.2843,-0.3586,0.5421,491.23
2,0.136,-0.3327,1.9644,1.2041,-0.1533,338.28
2,1.5528,-0.3327,1.5475,1.2041,0.2959,511.44
1,0.1864,0.5058,0.2843,0.3453,-0.3675,494.73
1,-0.7972,-0.752,-1.5409,-2.7224,-0.9169,441.59
1,-0.6,0.0865,0.0976,-1.1171,-0.1533,540.49
1,-1.0941,-0.3327,-1.688,-2.7224,2.2383,497.12
1,-1.5594,0.0865,-1.8389,-2.7224,1.289,601.34
1,-0.8131,1.3443,-0.2419,0.3453,-0.3675,520.15
2,-1.2592,-2.0098,-0.8378,-1.1171,-0.4746,271.18
1,-0.4753,1.3443,-1.2566,-2.7224,-1.4461,520.07
1,0.0053,0.5058,-0.2419,-0.3586,-1.2973,600.47
1,0.1864,1.3443,0.2843,0.3453,-0.8022,519.28
1,0.7805,0.0865,-0.0765,0.3453,0.6743,672.36
1,-1.7851,0.925,-1.5409,-0.3586,-0.2604,406.56
1,-1.3892,NA,-1.5409,-1.8035,-0.8022,437.7
1,-0.9688,0.0865,-0.8378,-0.3586,-0.8022,364.69
1,-0.8383,0.5058,-1.8389,-1.8035,-0.2604,411.32
1,-0.3113,-1.1713,-0.978,-0.3586,-1.0365,436.35
1,-0.1248,-2.0098,0.0976,-0.3586,-0.4746,396.31
1,-1.6202,-2.0098,-1.2566,-2.7224,0.1798,535.09
1,-0.2895,0.5058,0.4835,0.3453,-0.4746,386.7
1,0.8661,0.5058,0.9439,1.2041,1.9344,671.33
1,0.726,-1.5905,-0.5495,-2.7224,1.289,519.52
2,-0.7919,-0.3327,-0.6956,-0.3586,1.6882,484.26
2,-0.7602,-0.752,-0.3986,0.3453,0.0665,460.13
2,-0.8742,NA,-1.3978,-2.7224,-0.2604,417.88
2,-0.5201,-2.0098,-1.8389,-2.7224,0.2959,522.82
2,-0.6439,-0.3327,-0.5495,-0.3586,-0.4746,428.62
2,0.4206,NA,0.4835,0.3453,-2.4469,415.8
2,-0.9343,-0.752,-0.5495,-1.8035,-0.1533,358
2,-0.6159,-1.5905,-0.0765,-2.7224,-0.5824,334.51
1,0.3565,-0.3327,-0.5495,-1.8035,1.4768,622.08
2,0.8069,0.5058,-0.0765,-0.3586,-1.0365,453.88
2,1.3613,-0.3327,-0.0765,-0.3586,-1.8161,432.55
2,-0.9227,0.5058,-1.2566,-1.1171,-0.4746,483.62
2,0.0707,NA,0.3326,-0.149,-1.821,305.41
2,-1.304,0.0865,-1.688,-1.8035,-1.2973,333.63
2,-1.1809,-0.752,-2.514,-2.7224,-1.2973,464.46
2,0.7971,-1.5905,0.7021,1.2041,-1.4461,438.48
2,1.2156,NA,1.9644,1.2041,-1.0365,371.79
1,-0.7867,-1.1713,-0.2419,-0.3586,-1.6151,477.26
1,1.5821,0.5058,0.4835,0.3453,0.2959,477.26
1,-0.0211,0.925,-0.2419,-0.3586,-0.1533,631.77
1,-1.1456,0.5058,-1.688,-2.7224,1.118,512.05
1,-0.395,0.0865,0.4835,1.2041,0.2959,542.56
1,-1.0262,-0.3327,-1.1173,0.3453,-0.0441,497.12
1,0.5041,0.925,-0.2419,-1.1171,-0.4746,569.73
1,-0.3643,0.0865,-0.2419,0.3453,1.4768,567.9
1,-0.7867,-2.0098,-0.2419,1.2041,-0.1533,492.27
1,0.6996,-1.5905,-0.5495,-1.1171,0.9601,531.12
1,0.1216,0.5058,-0.5495,-1.8035,-0.5824,502.28
1,-1.2772,-2.0098,-1.1173,-2.7224,0.9601,339.75
2,0.2929,1.3443,-0.3986,-0.3586,-0.8022,459.81
2,-0.4736,0.5058,0.2843,-0.3586,-0.2604,383.41
2,-0.5753,0.5058,-0.978,-2.7224,-0.4746,444.9
2,-2.2202,0.0865,-2.7113,-2.7224,0.8127,541.18
2,0.8069,-2.0098,-0.0765,-1.1171,-2.072,444.9
2,0.3767,-0.752,0.0976,-0.3586,NA,579.74
2,-0.2395,0.0865,1.5475,1.2041,-1.6151,429.99
2,-1.7903,-2.0098,-1.688,-1.8035,-0.5824,391.03
2,1.0181,0.0865,-0.0765,-1.1171,-1.0365,397.04
2,-0.424,0.925,-1.3978,-1.1171,0.2959,541.98
2,1.4235,-2.0098,1.2196,1.2041,-0.1533,444.34
2,-0.7886,-2.0098,-1.1173,-1.8035,0.417,440.65
2,-0.0456,-0.752,0.0976,-0.3586,-0.5824,511.76
2,0.2353,0.5058,0.9439,-0.3586,0.9601,559.38
2,-0.0351,-0.752,-0.0765,-0.3586,-0.1533,474.56
2,0.8513,-0.3327,0.7021,-0.3586,-1.1624,451.31
2,0.5532,-1.5905,0.2843,-0.3586,-0.6909,501.74
2,-1.2592,-2.0098,-0.8378,-1.1171,-1.6151,329.78
2,-0.9556,-0.752,-1.5409,-2.7224,-0.5824,298.83
2,-0.7408,-2.0098,-1.3978,-1.1171,-0.9169,561.38
1,-0.1312,1.3443,1.2196,1.2041,-0.3675,608.25
2,0.1019,-0.752,-0.3986,-1.1171,-1.8161,372.27
1,0.738,1.3443,0.2843,-0.3586,-0.1533,616.91
1,-0.2524,-0.3327,-0.3986,0.3453,-1.0365,510.78
1,0.6312,-1.1713,0.9439,1.2041,-1.2973,494.89
1,0.8209,0.5058,-0.2419,0.3453,-0.3675,565.83
1,0.7637,0.0865,0.4835,1.2041,-0.5824,628.51
1,0.5971,1.3443,-0.0765,0.3453,-0.5824,630.66
1,0.6318,0.925,0.4835,1.2041,-1.6151,479.32
1,0.4289,0.925,0.7021,1.2041,-0.5824,605.95
1,0.0544,1.3443,0.2843,-0.3586,-0.2604,574.33
1,0.5771,0.925,0.9439,1.2041,-0.6909,606.74
1,0.4901,0.5058,-0.0765,-1.1171,1.9344,583.63
1,0.8235,0.5058,0.7021,-0.3586,-0.8022,502.6
1,0.1906,NA,0.0976,-0.3586,0.1798,445.48
1,1.2093,1.3443,0.9439,1.2041,0.1798,533.9
1,0.6949,0.5058,-0.6956,-1.1171,1.6882,768.01
1,1.3971,1.3443,1.2196,1.2041,-0.2604,629.31
2,1.3149,-1.5905,0.9439,1.2041,-0.2604,613.09
2,-0.6062,-2.0098,0.4835,1.2041,-3.2265,391.91
1,1.3179,-0.752,1.2196,1.2041,0.2959,522.46
2,0.1747,-2.0098,-0.0765,0.3453,-1.8161,399.04
2,0.5532,0.925,0.2843,0.3453,-0.0441,622.31
2,0.1864,0.0865,0.2843,-0.3586,-1.1624,561.22
2,0.0537,1.3443,0.4835,0.3453,-1.1624,495.24
2,0.8492,0.5058,0.0976,-0.3586,0.8127,630.65
2,-0.7382,-1.1713,0.4835,0.3453,-0.5824,490.27
2,0.8756,0.5058,0.0976,-1.1171,-2.4469,465.02
2,1.4472,NA,1.5475,0.3453,0.6743,427.26
2,-0.395,-2.0098,0.4835,-0.3586,0.2959,492.44
2,0.6116,-1.1713,0.0976,0.3453,-1.4461,371.47
2,0.7637,-1.5905,0.4835,-1.1171,-1.6151,426.14
2,1.054,1.3443,1.2196,0.3453,0.8127,638.34
2,0.4503,0.5058,0.2843,0.3453,-2.4469,392.79
2,0.4777,-1.1713,-0.2419,1.2041,-3.2265,560.34
2,0.1623,-0.752,-0.2419,-1.1171,-2.072,455.56
1,-0.8399,0.5058,-0.5495,-0.3586,0.5421,546.29
1,0.8964,-2.0098,0.2843,-0.3586,-0.2604,389.71
1,0.2353,1.3443,0.9439,-0.3586,1.4768,601.18
1,0.9917,-2.0098,-0.0765,0.3453,-0.4746,582.28
1,0.3457,-0.752,-0.2419,0.3453,-0.6909,498.86
1,0.6204,-2.0098,-0.5495,0.3453,0.5421,551.53
1,0.0016,0.0865,0.2843,0.3453,1.289,492.43
1,-0.0351,0.5058,-0.0765,0.3453,0.5421,469
1,-0.776,-0.3327,-1.688,-0.3586,0.1798,462.96
1,-1.2348,-0.3327,-1.3784,-1.8035,1.9344,575.92
1,0.342,0.925,0.2843,0.3453,0.1798,547.32
1,-0.5053,0.0865,-0.3986,-0.3586,-1.4461,447.86
1,0.8661,-0.3327,0.9439,0.3453,2.6632,599.12
1,-0.2059,-1.1713,-0.2419,0.3453,0.6743,491.48
1,-0.2199,0.5058,-0.0765,-0.3586,0.9601,450.88
1,-0.0977,0.5058,0.7021,0.3453,1.9344,588.87
1,-0.8657,-2.0098,-0.978,-0.3586,0.2959,452.87
1,0.0112,-1.1713,-0.6956,-0.3586,-1.8161,457.71
1,-0.0015,-2.0098,-1.2566,-0.3586,1.118,485.92
1,0.9548,NA,0.0976,1.2041,1.9344,459.86
2,-0.8023,-2.0098,-0.5495,0.3453,-0.3675,339
2,-0.338,-1.5905,-0.8378,-1.1171,0.6743,588.72
2,0.317,-0.3327,0.2843,-0.3586,-0.4746,394.63
2,0.0025,-2.0098,-0.2419,0.3453,-1.2973,342.93
2,0.279,0.925,-0.0765,-0.3586,-1.4461,592.97
2,-1.2064,0.0865,-0.8378,-0.3586,-0.9169,532.84
2,-0.1248,-0.3327,0.0976,-0.3586,-0.6909,438.16
2,0.1072,-2.0098,0.2843,-0.3586,-3.2265,397.04
2,-1.282,-0.752,-0.3986,-0.3586,NA,584.95
2,-0.2941,-1.1713,-0.3986,1.2041,2.2383,469.67
2,-0.3746,0.5058,-0.3986,-0.3586,-0.5824,576.69
2,-0.2493,1.3443,-0.5495,-0.3586,-0.4746,410.27
2,-0.79,-2.0098,-1.1173,-1.1171,-0.8022,555.53
2,-1.4369,0.925,-2.159,-2.7224,1.4768,510.64
2,0.1592,0.0865,1.2196,-0.3586,1.289,442.33
2,-0.2071,0.5058,-0.978,-1.1171,-0.5824,351.34
2,-0.2216,0.925,-0.5495,-1.1171,0.8127,526.43
2,-0.6841,-1.1713,-0.8378,-1.1171,-0.2604,372.27
1,1.5291,0.925,1.2196,1.2041,1.9344,606.9
1,1.5264,0.5058,1.5475,1.2041,0.8127,685.79
1,0.4264,0.0865,1.9644,1.2041,0.1798,648.77
1,-0.1621,-0.752,-0.3986,0.3453,-0.0441,535.96
1,1.4499,0.5058,1.2196,0.3453,1.6882,480.28
1,1.902,0.925,1.9644,1.2041,2.6632,607.54
1,1.2093,0.5058,0.9439,1.2041,0.417,600.55
1,0.7094,-0.752,1.5475,1.2041,0.5421,576.72
1,0.2177,0.5058,0.7021,0.3453,1.118,602.37
1,1.1352,-1.1713,1.5475,1.2041,-0.4746,574.09
1,1.6617,-1.1713,2.5602,1.2041,0.9601,649.56
1,1.7126,-0.3327,1.5475,1.2041,1.118,632.8
1,1.0076,-0.3327,0.0976,-0.3586,0.8127,657.74
1,1.1832,-0.3327,1.5475,0.3453,-1.1624,572.58
1,1.6085,-0.752,0.4835,1.2041,-0.1533,490.68
1,-0.0351,0.0865,-0.0765,1.2041,0.8127,641.62
1,1.5264,1.3443,1.5475,1.2041,0.8127,510.46
1,1.2885,0.5058,0.9439,1.2041,-0.0441,510.22
1,1.6908,-0.3327,1.9644,1.2041,-0.1533,635.34
2,0.8069,0.0865,-0.0765,0.3453,-1.0365,512.08
2,0.7122,-1.5905,1.2196,1.2041,-1.0365,425.82
2,1.3413,0.5058,0.9439,0.3453,0.5421,640.03
2,2.3898,0.0865,3.7374,1.2041,1.6882,670.41
2,0.4777,-0.3327,-0.2419,-0.3586,1.4768,582.06
2,1.5792,-0.752,1.5475,1.2041,-0.3675,583.43
2,1.2885,-1.1713,0.9439,1.2041,-1.1624,456.28
2,1.1403,-2.0098,0.7021,0.3453,-1.1624,559.46
2,1.8201,-2.0098,2.5602,1.2041,-0.0441,627.2
2,1.2885,-0.752,0.9439,0.3453,0.6743,564.99
2,1.054,-0.3327,1.2196,0.3453,0.8127,595.85
2,0.5629,0.925,-0.6956,-0.3586,0.2959,642.99
2,0.8429,-0.752,0.4835,0.3453,-1.4461,461.17
2,1.3971,0.925,1.2196,1.2041,1.289,628.64
2,1.2885,-0.752,0.9439,0.3453,-1.8161,604.35
2,1.638,-1.1713,1.9644,1.2041,-0.3675,605.55
2,1.2885,-1.1713,0.9439,1.2041,-0.0441,588.24
2,1.3971,0.5058,1.2196,-0.3586,1.289,618.06
2,1.9257,-0.3327,2.5602,1.2041,-0.2604,561.14
1,-1.7903,-2.0098,-1.688,-2.7224,-1.1624,434.2
1,-0.5647,1.3443,-0.5495,-1.8035,-0.1533,536.28
1,0.318,0.5058,-1.2566,-1.8035,0.8127,611.91
1,-0.0751,0.0865,-0.978,-0.3586,-0.2604,446.35
1,-0.2413,0.925,-0.3986,-0.3586,1.9344,422.28
1,0.9125,-0.3327,-0.0765,-1.1171,0.0665,409.34
1,-0.5774,0.5058,-1.1173,-1.1171,1.4768,529.93
1,-1.3002,-0.752,-1.5409,-1.8035,-1.0365,410.92
1,-0.8657,0.0865,-0.978,-1.1171,-0.1533,495.05
1,-0.1143,-0.3327,-0.0765,0.3453,1.6882,516.9
1,1.0548,-1.5905,0.2843,-0.3586,0.5421,505.54
1,-0.2569,-2.0098,0.4323,-0.149,-0.1533,595.62
1,-0.2264,1.3443,-0.6956,-1.8035,0.417,539.38
1,-0.827,0.5058,-0.0765,-0.3586,-0.0441,519.36
1,0.1283,0.0865,-0.3986,-2.7224,1.289,589.19
1,-0.9079,0.0865,-0.5495,-0.3586,0.9601,558.37
2,-0.6587,-0.752,-1.2566,-2.7224,-0.4746,442.25
2,0.6116,1.3443,0.0976,-1.8035,0.2959,509.75
2,-0.7164,0.925,-0.3986,-1.8035,-0.4746,313.18
2,-1.0526,-1.5905,-1.1173,-1.1171,-0.6909,378.68
2,-0.3205,0.5058,-0.3986,-0.3586,-1.0365,415.48
2,-0.4375,NA,-0.6956,-1.1171,-3.2265,444.9
2,1.4499,-0.752,0.6837,0.3453,0.417,655.1
2,0.4796,-1.5905,0.0976,-1.1171,-1.8161,474.32
2,0.5429,0.0865,-0.0765,0.3453,-0.3675,488.75
2,-0.6703,-2.0098,-0.5495,-0.3586,-0.3675,568.68
2,0.0534,-1.1713,0.9439,0.3453,-0.2604,475.2
2,0.2589,0.5058,-0.3986,-1.1171,0.2959,533.88
2,-1.1993,-1.1713,-2.159,-1.8035,-1.0365,295.79
2,-1.0731,-0.752,-1.8389,-2.7224,-0.6909,477.61
2,-0.4454,-1.5905,-1.1173,-1.8035,-0.9169,464.86
2,-1.0842,NA,-0.9296,-1.1171,0.0178,435.04
2,-0.5755,-0.3327,-0.2419,-0.3586,-1.1624,388.46
2,0.3417,0.0865,-1.2566,-2.7224,0.8127,487.63
2,0.3439,0.5058,1.2196,0.3453,-1.0365,486.59
2,-0.5695,-0.752,-0.6956,-2.7224,-0.3675,406.5
2,-0.0192,-2.0098,0.0976,-0.3586,1.6882,467.59
2,0.9266,-0.3327,1.9644,1.2041,-0.2604,606.19
2,0.1019,-2.0098,-0.3986,-1.1171,-0.4746,483.94
1,0.2642,0.0865,0.2843,-0.3586,0.8127,559.16
1,1.5264,1.3443,1.5475,1.2041,0.9601,683.72
1,-0.2413,-1.5905,-0.3986,-0.3586,2.6632,443.73
1,-0.2463,0.5058,-0.0765,0.3453,0.2959,529.85
1,1.3971,0.5058,1.2196,1.2041,-0.3675,505.06
1,-1.579,0.0865,-0.5495,-0.3586,-0.2604,450.64
1,-0.5,-0.3327,0.2843,0.3453,-0.3675,535.17
1,-0.7496,-1.5905,-1.688,-2.7224,-0.3675,435.95
1,-1.2988,-0.3327,-1.5409,-2.7224,-0.6909,380.5
1,-0.2969,-2.0098,-0.6956,0.3453,-1.4461,378.19
1,-0.5225,-0.752,-0.978,-2.7224,1.9344,455.81
1,-1.304,0.0865,-1.688,-2.7224,-1.2973,438.73
1,0.738,0.5058,0.2843,0.3453,0.0665,514.12
1,-0.6704,0.5058,-1.688,-1.1171,0.2959,529.61
1,1.2987,0.0865,0.7021,-0.3586,0.2959,508.72
1,-0.2162,0.0865,-0.3986,-1.1171,-0.2729,460.42
1,-1.8343,-2.0098,-1.3978,-2.7224,0.8127,367.79
1,-1.0262,-0.3327,-1.1173,-1.1171,0.6743,532.07
1,-0.9062,-0.752,-0.0765,0.3453,-0.4746,471.78
1,-1.1239,0.0865,-0.6956,-1.8035,0.9601,398.53
2,0.9756,0.925,0.2843,-0.3586,-0.1533,544.07
2,1.1333,0.5058,0.4835,-0.3586,0.1798,501.34
2,-0.6189,-0.3327,-0.5495,-1.1171,-0.8022,360.56
2,-0.1143,-0.3327,-0.0765,0.3453,-0.6909,422.45
2,1.512,0.925,1.444,1.2041,0.417,592.49
2,-0.8963,-1.1713,-1.2566,-1.1171,-1.4461,420.21
2,-0.7867,-0.3327,-0.2419,-0.3586,0.0665,343.65
2,-1.8065,-1.5905,-2.159,-2.7224,-0.4746,506.55
2,-0.7886,-0.752,-1.1173,-1.8035,-1.1624,438.81
2,-0.0381,-0.752,-0.5495,-0.3586,-0.6909,244.48
2,-0.5774,-2.0098,-1.1173,0.3453,-0.0441,478.33
2,0.3175,0.925,1.2196,0.3453,-1.2973,510.56
2,-1.2424,-2.0098,-1.3978,-1.1171,-1.0365,419.89
2,0.7109,0.0865,0.4835,0.3453,-0.6909,398.64
2,-0.5559,-0.3327,-1.2566,-2.7224,-0.4475,342.36
2,0.5365,0.5058,-0.6956,-1.1171,-1.1624,358.32
2,1.0812,0.5058,0.2843,-0.3586,NA,509.27
2,0.3457,-1.1713,-0.2419,0.3453,-0.0441,393.35
1,-0.0248,0.0865,0.2843,0.3453,-0.9169,551.61
1,0.551,-1.1713,1.5475,0.3453,1.289,500.29
1,-1.3992,0.925,-2.3312,-1.8035,0.5421,543.35
1,0.1019,-0.752,-0.3986,0.3453,-0.9169,359.69
1,-0.6175,0.5058,-0.5495,-1.1171,-0.9169,441.91
1,0.7571,0.925,0.4632,-0.3586,0.6743,604.68
1,1.0284,-1.5905,0.2843,1.2041,-1.2973,485.36
1,0.2089,0.5058,0.9439,-0.3586,0.6743,577.03
1,-0.7227,-0.752,-1.2566,-1.8035,1.289,537.79
1,-0.6159,0.5058,-0.0765,-1.1171,2.6632,532.07
1,-1.2202,-0.3327,-0.2419,-0.3586,0.1798,462.48
1,0.5319,-0.3327,-0.2419,0.3453,1.6882,520.87
2,-0.3255,-0.3327,-0.0765,-0.3586,0.6743,499.89
2,0.4796,0.5058,0.0976,-1.1171,0.2959,475.6
2,-0.9655,-0.3327,-0.6956,-0.3586,-1.1993,305.49
2,1.0041,0.925,0.4835,-0.3586,0.1798,509.83
2,0.3767,0.925,0.0976,-1.1171,0.1798,658.7
2,-0.2323,0.0865,-0.2419,-1.1171,1.6882,600.34
2,-1.0811,-2.0098,-1.2566,-1.1171,-1.8161,398.72
2,-1.5125,0.0865,-1.1173,-1.8035,-0.4746,591.28
2,0.9108,0.925,-0.5495,-1.1171,-0.0441,682.03
2,0.5345,-1.1713,0.7021,0.3453,-0.9169,454.6
2,-0.2103,-0.752,0.4835,0.3453,0.9601,542.7
2,-0.5423,NA,-1.0883,NA,-0.8647,420.69
2,0.9125,0.5058,-0.0765,-1.1171,-0.2604,641.55
2,1.06,0.925,1.9644,0.3453,0.2959,507.19
2,1.6085,-2.0098,0.4835,1.2041,-0.5824,420.77
2,-1.0216,-0.3327,-0.8378,-1.1171,0.0665,560.9
2,-1.7838,1.3443,0.0976,-0.3586,NA,536.29
2,-0.5003,-0.752,-1.2566,-1.1171,-1.7702,445.78
2,-1.2988,0.5058,-1.5409,-1.8035,-0.2604,497.25
2,-1.1334,0.925,-2.1223,-1.2264,-0.2493,352.47
2,-0.6159,0.5058,-0.0765,-0.3586,-1.8161,341.4
1,1.8228,-0.3327,1.9644,1.2041,0.5421,622.23
1,1.1403,0.0865,0.7021,0.3453,0.2959,639.55
1,1.6908,0.5058,1.9644,1.2041,-0.3675,464.55
1,1.0812,1.3443,0.2843,1.2041,-0.3675,460.1
1,0.4159,0.0865,-0.3986,-0.3586,-0.5824,625.89
1,1.4563,0.925,0.0976,1.2041,0.8127,670.77
1,0.3457,1.3443,-0.2419,-0.3586,0.6743,609.13
1,1.4235,1.3443,1.2196,1.2041,0.417,563.21
1,1.6908,0.5058,1.9644,1.2041,-1.0365,545.73
1,1.2885,0.5058,0.9439,1.2041,0.6743,626.21
1,1.4241,-2.0098,2.5602,1.2041,1.6882,601.26
1,-0.9178,-2.0098,-0.9093,0.3453,-0.3675,465.02
1,2.1369,-1.1713,2.5602,1.2041,1.118,594.19
1,1.1667,1.3443,0.7021,-0.3586,-0.3675,564.88
1,1.2885,1.3443,0.9439,1.2041,2.2383,726.3
1,1.4204,0.0865,0.9439,0.3453,1.4768,507.36
1,1.1756,0.5058,0.6576,1.2041,2.6632,713.67
1,1.054,0.5058,1.2196,0.3453,0.8127,598.8
1,2.0577,-0.3327,2.5602,1.2041,0.8127,668.07
2,1.0284,0.925,0.2843,0.3453,-0.4746,543.34
2,1.0541,0.5058,0.4835,1.2041,NA,623.67
2,0.8172,0.5058,0.2843,-0.3586,0.2959,632.49
2,0.6588,0.5058,0.2843,0.3453,-0.0441,651.17
2,1.3771,0.0865,0.0976,0.3453,-1.1624,536.85
2,0.6151,-0.752,0.7021,1.2041,0.9601,660.31
2,0.922,-0.752,1.2196,-0.3586,0.9601,490.27
2,1.4841,NA,0.2349,-0.3586,-0.3675,501.26
2,-0.0206,-2.0098,0.0976,1.2041,-0.9169,315.91
2,1.5264,0.5058,1.5475,1.2041,0.5421,683.64
2,-0.1531,-0.3327,-0.2419,-0.3586,-1.2973,449.07
2,0.5268,-2.0098,0.2843,1.2041,-1.1624,520.82
2,1.2195,-0.3327,0.7021,-0.3586,-0.4746,632.97
2,1.0245,-2.0098,0.9439,0.3453,-1.2973,328.09
2,0.8133,0.5058,0.9439,1.2041,-1.2973,579.42
2,1.0812,0.0865,0.2843,-0.3586,-2.4469,738.47
2,1.6644,-2.0098,1.9644,1.2041,-0.1533,678.91
2,1.638,0.5058,1.9644,1.2041,0.1798,648.2
2,1.0512,0.5058,1.5475,0.3453,-0.8022,572.6
2,-0.5006,-0.3327,0.4835,-0.3586,0.0665,540.22
1,-0.2216,0.0865,-0.5495,-1.1171,0.1798,462.4
1,-0.4996,-0.3327,-1.1173,-1.1171,0.8127,555.51
1,-0.5227,0.5058,-0.2419,-0.3586,1.9344,436.27
1,0.9492,-2.0098,0.2843,0.3453,0.6743,486.71
1,0.1314,-2.0098,1.2196,-0.3586,-0.1533,373.27
1,-0.6823,1.3443,-0.978,-1.8035,1.289,558.76
1,-0.3783,0.0865,-0.0765,-1.1171,-1.8161,415.13
1,-0.9617,-2.0098,-2.159,-2.7224,0.0665,416.09
1,-0.0879,0.5058,-0.0765,0.3453,-0.0441,618.82
1,0.353,0.5058,-0.6956,-2.7224,-1.0365,516.18
1,0.8861,1.3443,-0.0765,-1.1171,0.9601,630.1
1,-0.0748,NA,0.0976,-0.3586,1.118,642.41
1,-0.5795,-1.1713,-1.2566,-2.7224,-0.9169,374.06
1,0.136,0.0865,1.9644,0.3453,-1.2973,537.55
2,-1.2051,-2.0098,-1.8389,-2.7224,-0.8022,415.8
2,-0.38,-0.3327,-0.5495,-1.1171,-1.8161,405.14
2,0.5609,-2.0098,0.7021,1.2041,-1.8161,446.18
2,0.4289,0.0865,0.7021,0.3453,-1.1624,463.98
2,1.0248,-0.3327,1.5475,1.2041,0.9601,630.33
2,0.5429,-2.0098,-0.0765,0.3453,-1.6151,295.79
2,-0.0984,0.5058,0.0976,-0.3586,0.5421,581.98
2,0.9125,-0.752,-0.0765,-0.3586,0.9601,690.05
2,-1.0031,0.0865,-1.5409,-2.7224,-0.9169,378.12
2,-0.8923,0.5058,-0.2419,-0.3586,-1.4461,519.45
2,0.1256,-1.1713,-0.3986,-0.3586,-1.2973,366.66
1,0.2881,-0.752,0.9439,1.2041,0.8127,428
1,-0.2851,0.5058,-0.2419,0.3453,-2.4469,515.55
1,-0.6352,-1.1713,-1.3978,-1.8035,-0.3675,470.11
2,0.8724,0.925,1.9644,1.2041,-0.5824,397.76
